record_id,candidate_id,source_record_id,source_corpus,docling_markdown,title,doi,final_decision,final_code,uncertainty_reason,final_source,final_rationale,evidence_snippet,scope_primary_exclusion_code,scope_uncertainty_reason,architecture_primary_exclusion_code,architecture_uncertainty_reason
full_2026-07-06__rec_000347,full_2026-07-06__rec_000347,rec_000347,include,data/docling_include_no_vlm_2026-07-09/markdown/full_2026_07_06_rec_000347.md,Protein Set Transformer: A protein-based genome language model to power high diversity viromics.,10.21203/rs.3.rs-4844047/v1,EXCLUDE,EC2_no_text_component,none,adjudicator,"This is a new viral genomics model, but the provided evidence describes a protein/genome model over viral proteins, not natural-language text. The model is framed with triplet-loss embedding training rather than an explicit generative mechanism.","""protein-based genome language model""; ""models genomes as sets of proteins""; ""trained using a variant of leave-one-group-out cross validation""; ""triplet loss""; ""foundation model for microbial genomics""",EC2_no_text_component,none,none,generative_status_unclear
full_2026-07-06__rec_000711,full_2026-07-06__rec_000711,rec_000711,uncertain,data/docling_uncertain_no_vlm_2026-07-08/markdown/full_2026_07_06_rec_000711.md,PTM-Mamba: a PTM-aware protein language model with bidirectional gated Mamba blocks,10.1038/s41592-025-02656-9,EXCLUDE,EC2_no_text_component,generative_status_unclear,adjudicator,"This is a primary model paper for protein/PTM sequences, but the provided evidence only supports biological token modeling, not natural-language text or a text-bio bridge. The record calls it a protein language model, yet no explicit autoregressive/decoder/generation mechanism is stated.","""standard set of amino acids tokens""; ""We introduce new PTM tokens""; ""PTM-Mamba: a PTM-aware protein language model""; ""The final dataset includes a total of 79,707 PTM sequences.""; ""No explicit decoder/autoregressive generation described""; ""PTM tokens are only processed by PTM-Mamba""; ""bio tokenization""; ""protein language model""; ""protein sequences""; ""UniProt 15""; ""new PTM tokens""; ""wild-type amino acid tokens""; ""PTM annotations""; ""mapped to their respective sequences""; ""tokenization by specified models""; ""PTM-Mamba""; ""Model training data were curated from UniProt""; ""sequence""; ""embedding""; ""processed by PTM-Mamba""; ""one-hot embeddings or ESM-2 embeddings""; ""protein language model with bidirectional gated Mamba blocks""; ""wild-type amino acid tokens are then converted into embeddings""; ""PTM tokens are only processed by PTM-Mamba""; ""sequence generation not stated""; ""language model""; ""bidirectional gated Mamba blocks""; ""foundation-model-like pretraining""; ""pretrained on UniProt PTM sequences""; ""no natural-language text""; ""no text-bio alignment""; ""no explicit autoregressive, decoder, or sequence generation mechanism""; ""standard set of amino acids tokens""; ""new PTM tokens""; ""PTM-aware protein language model""; ""bio modality present""; ""text component absent""; ""text-bio bridge absent""; ""generative status unclear""; ""foundation model evidence yes""; ""EC2_no_text_component""; ""biological_token_only_boundary""",EC2_no_text_component,none,none,generative_status_unclear
full_2026-07-06__rec_001074,full_2026-07-06__rec_001074,rec_001074,include,data/docling_include_no_vlm_2026-07-09/markdown/full_2026_07_06_rec_001074.md,BioReason: Incentivizing Multimodal Biological Reasoning within a DNA-LLM Model,10.48550/arXiv.2505.23579,INCLUDE,none,none,python_gate,All first-pass criteria were positive without unresolved uncertainty.,,none,none,none,none
full_2026-07-06__rec_001436,full_2026-07-06__rec_001436,rec_001436,include,data/docling_include_no_vlm_2026-07-09/markdown/full_2026_07_06_rec_001436.md,Predicting evolutionary rate as a pretraining task improves genome language model representations,10.64898/2026.02.02.703275,EXCLUDE,EC2_no_text_component,none,python_gate,First-pass reviewers gave a decisive exclusion criterion without unresolved uncertainty.,,EC2_no_text_component,none,none,none
full_2026-07-06__rec_001700,full_2026-07-06__rec_001700,rec_001700,include,data/docling_include_no_vlm_2026-07-09/markdown/full_2026_07_06_rec_001700.md,Semantic mining of functional de novo genes from a genomic language model,10.1101/2024.12.17.628962,EXCLUDE,EC2_no_text_component,none,python_gate,First-pass reviewers gave a decisive exclusion criterion without unresolved uncertainty.,,EC2_no_text_component,none,none,none
full_2026-07-06__rec_001784,full_2026-07-06__rec_001784,rec_001784,uncertain,data/docling_uncertain_no_vlm_retry_2026-07-08/markdown/run_rec_001784.md,Self-supervised learning on millions of pre-mRNA sequences improves sequence-based RNA splicing prediction,10.1101/2023.01.31.526427,EXCLUDE,EC2_no_text_component,none,python_gate,First-pass reviewers gave a decisive exclusion criterion without unresolved uncertainty.,,EC2_no_text_component,none,none,none
full_2026-07-06__rec_002357,full_2026-07-06__rec_002357,rec_002357,include,data/docling_include_no_vlm_2026-07-09/markdown/full_2026_07_06_rec_002357.md,CD-GPT As a Biological Foundation Model Bridging the Gap between Molecular Sequences Through Central Dogma,10.1101/2024.06.24.600337,EXCLUDE,EC2_no_text_component,none,python_gate,First-pass reviewers gave a decisive exclusion criterion without unresolved uncertainty.,,EC2_no_text_component,none,none,none
full_2026-07-06__rec_002405,full_2026-07-06__rec_002405,rec_002405,uncertain,data/docling_uncertain_no_vlm_2026-07-08/markdown/full_2026_07_06_rec_002405.md,Coalescence and Translation,10.1101/2025.06.24.661337,EXCLUDE,EC2_no_text_component,none,python_gate,First-pass reviewers gave a decisive exclusion criterion without unresolved uncertainty.,,EC2_no_text_component,none,none,none
full_2026-07-06__rec_003008,full_2026-07-06__rec_003008,rec_003008,include,data/docling_include_no_vlm_2026-07-09/markdown/full_2026_07_06_rec_003008.md,Aligning LLMs with Biomedical Knowledge using Balanced Fine-Tuning,,INCLUDE,none,none,adjudicator,"This is a new post-training method for existing LLMs, not a review, benchmark/resource, or mere wrapper. The record shows biomedical text/instruction-response generation plus biologically grounded reasoning and profile-text generation, supporting inclusion.","""clinical instruction and a set of rubrics""; ""GPT-OSS-120B synthesizes instruction-response pairs covering broad biological knowledge""; ""BFT-aligned LLMs produce more accurate and professional biomedical profile texts""; ""prompting it to generate a response""; ""replace the GPT-4o backbone""; ""biomedical text""; ""biological reasoning""; ""chemical perturbation prediction""; ""text-derived embeddings""; ""foundation model backbones""; ""aligned LLMs""; ""General Capabilities""; ""Representation Tasks""; ""synthesizes instruction-response pairs""; ""generate a response that satisfies the rubric dimensions jointly""; ""professional biomedical profile texts""; ""biomedical corpus""; ""broad biological knowledge""; ""BFT-aligned LLMs""; ""replace the default closed-source backbones""; ""medical trajectory synthesis""; ""biological knowledge synthesis""; ""biologically grounded reasoning""; ""knowledge-dense samples""; ""improve after subsequent GRPO""; ""post-training method""; ""aligned LLMs""; ""response trajectories""; ""instruction-response pairs""; ""biological process reasoning""; ""chemical perturbation reasoning""; ""text generation""; ""bio-relevant text""",none,none,application_wrapper,none
full_2026-07-06__rec_003191,full_2026-07-06__rec_003191,rec_003191,uncertain,data/docling_uncertain_no_vlm_2026-07-08/markdown/full_2026_07_06_rec_003191.md,Engineering Cells Using Artificial Intelligence,,EXCLUDE,EC1_no_bio_modality,none,adjudicator,"The selected full-text section is about image samples and free-form natural-language prompts, not a biological modality, so the record is out of scope for text-bio screening. It does describe a conditional deep generative model, but there is no substantive text-bio bridge.",“user prompt expressed in free-form natural language” and “conditional deep generative model G from which new samples can be iteratively generated guided by the prompts”,EC1_no_bio_modality,none,none,paper_type_unclear
full_2026-07-06__rec_003348,full_2026-07-06__rec_003348,rec_003348,include,data/docling_include_no_vlm_2026-07-09/markdown/full_2026_07_06_rec_003348.md,scgpt: Towards building a foundation model for single-cell multi-omics using generative ai. bioRxiv,,EXCLUDE,EC2_no_text_component,none,python_gate,First-pass reviewers gave a decisive exclusion criterion without unresolved uncertainty.,,EC2_no_text_component,none,none,none
full_2026-07-06__rec_003434,full_2026-07-06__rec_003434,rec_003434,uncertain,data/docling_uncertain_no_vlm_2026-07-08/markdown/full_2026_07_06_rec_003434.md,The End of Aging Clocks: Training Foundation Models to Reason in Aging and Longevity,10.64898/2026.03.28.714980,INCLUDE,none,none,python_gate,All first-pass criteria were positive without unresolved uncertainty.,,none,none,none,none
full_2026-07-06__rec_003852,full_2026-07-06__rec_003852,rec_003852,include,data/docling_include_no_vlm_2026-07-09/markdown/full_2026_07_06_rec_003852.md,A Generative Foundation Model for Multimodal Histopathology,,INCLUDE,none,none,python_gate,All first-pass criteria were positive without unresolved uncertainty.,,none,none,none,none
june_update_2026-06-10__rec_000350,june_update_2026-06-10__rec_000350,rec_000350,include,data/docling_include_no_vlm_2026-07-09/markdown/june_update_2026_06_10_rec_000350.md,OmniGene-4: a unified bio-language MoE model with router-level interpretability,10.64898/2026.05.12.724542,INCLUDE,none,none,python_gate,All first-pass criteria were positive without unresolved uncertainty.,,none,none,none,none
full_2026-07-06__rec_000401,full_2026-07-06__rec_000401,rec_000401,include,data/docling_include_no_vlm_2026-07-09/markdown/full_2026_07_06_rec_000401.md,A 5' UTR Language Model for Decoding Untranslated Regions of mRNA and Function Predictions.,10.1038/s42256-024-00823-9,EXCLUDE,EC2_no_text_component,none,python_gate,First-pass reviewers gave a decisive exclusion criterion without unresolved uncertainty.,,EC2_no_text_component,none,EC3_not_generative,none
full_2026-07-06__rec_000720,full_2026-07-06__rec_000720,rec_000720,uncertain,data/docling_uncertain_no_vlm_2026-07-08/markdown/full_2026_07_06_rec_000720.md,A foundation language model to decipher diverse regulation of RNAs,10.1186/s13059-025-03752-x,EXCLUDE,EC2_no_text_component,none,python_gate,First-pass reviewers gave a decisive exclusion criterion without unresolved uncertainty.,,EC2_no_text_component,none,EC3_not_generative,none
full_2026-07-06__rec_001126,full_2026-07-06__rec_001126,rec_001126,include,data/docling_include_no_vlm_2026-07-09/markdown/full_2026_07_06_rec_001126.md,Language may be all omics needs: Harmonizing multimodal data for omics understanding with CellHermes,10.1101/2025.11.07.687322,INCLUDE,none,none,adjudicator,"This is a primary model paper, not a review, benchmark, or wrapper. The record explicitly ties omics inputs to natural-language question-answer pairs and describes CellHermes as a generative model using a 'natural language description'/'cell sentence' representation.","Abstract: 'reformulating these datasets into question-answer pairs'; full text: 'we used the generative CellHermes model as an encoder' and 'direct text embedding of a cell's natural language description (""cell sentence"")'.",none,none,application_wrapper,generative_status_unclear
full_2026-07-06__rec_001714,full_2026-07-06__rec_001714,rec_001714,include,data/docling_include_no_vlm_2026-07-09/markdown/full_2026_07_06_rec_001714.md,Open-weight genome language model safeguards: Assessing robustness via adversarial fine-tuning,10.48550/arXiv.2511.19299,EXCLUDE,EC2_no_text_component,none,adjudicator,"Original research on a genome language model fine-tuned on viral sequences, not a review, benchmark, or pure wrapper. The record supports a generative biological sequence model, but no natural-language text component or text-bio bridge is described.",Evo 2-7B base model; fine-tuning using sequences from 110 harmful human-infecting viruses; character-level tokenizer; autoregressive pretraining,EC2_no_text_component,none,application_wrapper,none
full_2026-07-06__rec_001795,full_2026-07-06__rec_001795,rec_001795,uncertain,data/docling_uncertain_no_vlm_2026-07-08/markdown/full_2026_07_06_rec_001795.md,The Language of Cancer: Decoding Cancer Signatures with Language Models and cfRNA Sequencing,10.1101/2024.06.29.601341,EXCLUDE,EC2_no_text_component,none,adjudicator,"This is a primary model paper on cfRNA-based cancer detection, but the provided evidence only shows biological sequence tokenization and classification. No natural-language text component or text-bio bridge is described, and the model is not presented as generative.","""constructed and pretrained a cfRNA-based large language model using unlabelled cfRNA reads""; ""tokenised them into 7-mer sequences""; ""multiple binary classifiers ... generate predictions""; ""pseudo-biomarkers"" from cfRNA sequences",EC2_no_text_component,none,EC3_not_generative,mixed_signals
full_2026-07-06__rec_002550,full_2026-07-06__rec_002550,rec_002550,uncertain,data/docling_uncertain_html_no_vlm_2026-07-08/markdown/html_rec_002550.md,Deciphering single-cell epigenomic language with a foundation model,10.1038/s41592-025-02851-8,EXCLUDE,EC2_no_text_component,none,adjudicator,"This is a primary transformer-based foundation model for single-cell epigenomics, but the provided evidence only supports biological tokenization as 'cell sentences', not natural-language text. No explicit generative mechanism is described, so it remains out of scope on the text-component criterion.","""encoding chromatin accessibility as 'cell sentences'""; ""transformer-based foundation model pretrained on approximately 5 million cells and over 35 billion tokens""; ""enabled perturbation response prediction and in silico chromatin region knockouts""; none; none; none; none; none; none; biological_token_only_boundary",EC2_no_text_component,none,none,generative_status_unclear
full_2026-07-06__rec_003035,full_2026-07-06__rec_003035,rec_003035,include,data/docling_include_no_vlm_2026-07-09/markdown/full_2026_07_06_rec_003035.md,Multi-megabase scale genome interpretation with genetic language models,,EXCLUDE,EC2_no_text_component,none,python_gate,First-pass reviewers gave a decisive exclusion criterion without unresolved uncertainty.,,EC2_no_text_component,none,none,none
full_2026-07-06__rec_003208,full_2026-07-06__rec_003208,rec_003208,uncertain,data/docling_uncertain_manual_downloads_no_vlm_2026-07-08/markdown/rec_003208_multi_scale_ai_assisted_gene_expression_decoding.md,Multi-Scale AI-Assisted Gene Expression Decoding,,EXCLUDE,EC2_no_text_component,none,python_gate,First-pass reviewers gave a decisive exclusion criterion without unresolved uncertainty.,,EC2_no_text_component,none,EC3_not_generative,none
full_2026-07-06__rec_003351,full_2026-07-06__rec_003351,rec_003351,include,data/docling_include_no_vlm_2026-07-09/markdown/full_2026_07_06_rec_003351.md,scgpt-spatial: Continual pretraining of single-cell foundation model for spatial transcriptomics. bioRxiv,,EXCLUDE,EC2_no_text_component,none,python_gate,First-pass reviewers gave a decisive exclusion criterion without unresolved uncertainty.,,EC2_no_text_component,none,none,none
full_2026-07-06__rec_003902,full_2026-07-06__rec_003902,rec_003902,include,data/docling_include_no_vlm_2026-07-09/markdown/full_2026_07_06_rec_003902.md,CellSwarm: LLM-Driven Cell Agents Recapitulate Tumor Microenvironment Dynamics and Sense Indirect Genetic Perturbations,,EXCLUDE,application_wrapper,mixed_signals,adjudicator,"The record describes a new biological simulation framework with an LLM as the cell-agent cognitive core, but the only non-biological input described is structured knowledge-base data rather than natural-language text. That is wrapper-like rather than a primary text-bio foundation model.","""LLM serving as its cognitive core""; ""structured, domain-specific knowledge bases""; ""LLM-driven autonomous agents""; ""we present CELLSWARM, a framework""",none,none,application_wrapper,generative_status_unclear
june_update_2026-06-10__rec_000370,june_update_2026-06-10__rec_000370,rec_000370,include,data/docling_include_no_vlm_2026-07-09/markdown/june_update_2026_06_10_rec_000370.md,MGM as a Large‐Scale Pretrained Foundation Model for Microbiome Analyses in Diverse Contexts,10.1101/2024.12.30.630825,EXCLUDE,EC2_no_text_component,none,python_gate,First-pass reviewers gave a decisive exclusion criterion without unresolved uncertainty.,,EC2_no_text_component,none,none,none
full_2026-07-06__rec_000486,full_2026-07-06__rec_000486,rec_000486,include,data/docling_include_no_vlm_2026-07-09/markdown/full_2026_07_06_rec_000486.md,HyenaDNA: Long-Range Genomic Sequence Modeling at Single Nucleotide Resolution,10.48550/arXiv.2306.15794,EXCLUDE,EC2_no_text_component,none,python_gate,First-pass reviewers gave a decisive exclusion criterion without unresolved uncertainty.,,EC2_no_text_component,none,none,none
full_2026-07-06__rec_000827,full_2026-07-06__rec_000827,rec_000827,uncertain,data/docling_uncertain_no_vlm_2026-07-08/markdown/full_2026_07_06_rec_000827.md,Multimodal learning enables chat-based exploration of single-cell data,10.1038/s41587-025-02857-9,INCLUDE,none,none,python_gate,All first-pass criteria were positive without unresolved uncertainty.,,none,none,none,none
full_2026-07-06__rec_001133,full_2026-07-06__rec_001133,rec_001133,include,data/docling_include_no_vlm_2026-07-09/markdown/full_2026_07_06_rec_001133.md,Nona: A unifying multimodal masking framework for functional genomics,10.1101/2025.11.06.687036,EXCLUDE,EC2_no_text_component,none,python_gate,First-pass reviewers gave a decisive exclusion criterion without unresolved uncertainty.,,EC2_no_text_component,none,none,none
full_2026-07-06__rec_001725,full_2026-07-06__rec_001725,rec_001725,include,data/docling_include_no_vlm_2026-07-09/markdown/full_2026_07_06_rec_001725.md,Gene-Family Encoding Boosts Domain-Adapted Single-Cell Language Models,10.1101/2025.09.16.676672,EXCLUDE,EC2_no_text_component,none,python_gate,First-pass reviewers gave a decisive exclusion criterion without unresolved uncertainty.,,EC2_no_text_component,none,none,none
full_2026-07-06__rec_001830,full_2026-07-06__rec_001830,rec_001830,uncertain,data/docling_uncertain_no_vlm_2026-07-08/markdown/full_2026_07_06_rec_001830.md,Rethinking Genomic Modeling Through Optical Character Recognition,,INCLUDE,none,none,python_gate,All first-pass criteria were positive without unresolved uncertainty.,,none,none,none,none
full_2026-07-06__rec_002410,full_2026-07-06__rec_002410,rec_002410,include,data/docling_include_no_vlm_2026-07-09/markdown/full_2026_07_06_rec_002410.md,seqLens: optimizing language models for genomic predictions,10.1101/2025.03.12.642848,EXCLUDE,EC2_no_text_component,generative_status_unclear,adjudicator,"This is a primary genomic language-model paper, but the provided record only supports nucleotide-sequence modeling and benchmarking, not natural-language text. Because no explicit decoder/autoregressive or other generative mechanism is stated, generative status remains unclear.","""trained five byte-pair encoding tokenizers and pretrained 52 gLMs""; full text: ""dataset comprising all 19,551 representative genomes"" and ""chunks of 3200 long nucleotide sequences""; ""benchmarking phenotypic predictions""; text-bio bridge not evidenced",EC2_no_text_component,none,none,generative_status_unclear
full_2026-07-06__rec_002555,full_2026-07-06__rec_002555,rec_002555,uncertain,data/docling_uncertain_html_no_vlm_2026-07-08/markdown/html_rec_002555.md,Let the data speak - single-cell analysis with CellWhisperer.,10.1038/s41576-025-00927-x,EXCLUDE,review_editorial,generative_status_unclear,adjudicator,"The record is a preview/article about CellWhisperer rather than a primary model paper, so it is excluded as review/editorial. It clearly links scRNA-seq with language-based exploration, but it does not explicitly describe CellWhisperer itself as a new generative model.","""single-cell RNA sequencing (scRNA-seq)""; ""The emergence of multimodal language models, such as ChatGPT and Gemini""; ""intuitive, language-based data exploration""; ""CellWhisperer""; ""This is a preview of subscription content""; ""software tools""; ""preview""; ""review/editorial""; ""language-based data exploration""; ""multimodal language models""; ""ChatGPT and Gemini""; ""CellWhisperer""; ""single-cell RNA sequencing (scRNA-seq)""; ""This is a preview of subscription content""; ""software tools""; ""review/editorial""}]}]}",review_editorial,none,application_wrapper,generative_status_unclear
full_2026-07-06__rec_003043,full_2026-07-06__rec_003043,rec_003043,include,data/docling_include_no_vlm_2026-07-09/markdown/full_2026_07_06_rec_003043.md,Geneverse: A collection of Open-source Multimodal Large Language Models for Genomic and Proteomic Research,,INCLUDE,none,none,adjudicator,"Geneverse is presented as a new collection of finetuned LLMs/MLLMs for genomic and proteomic tasks, with explicit text prompts and generation of gene-function descriptions. The fact that it reuses open-source foundation models does not make it a wrapper here because the paper centers a new multimodal model collection and generative task setup.","“finetuned LLMs and multimodal LLMs (MLLMs), known as Geneverse” and “accepts the prompt P(T, I, m) as input, where T represents the text description”",none,none,application_wrapper,none
full_2026-07-06__rec_003357,full_2026-07-06__rec_003357,rec_003357,include,data/docling_include_no_vlm_2026-07-09/markdown/full_2026_07_06_rec_003357.md,"Bo, W. scGPT: Towards building a foundation model for single-cell multi-omics using generative AI",,EXCLUDE,EC2_no_text_component,none,python_gate,First-pass reviewers gave a decisive exclusion criterion without unresolved uncertainty.,,EC2_no_text_component,none,none,none
full_2026-07-06__rec_003578,full_2026-07-06__rec_003578,rec_003578,uncertain,data/docling_uncertain_no_vlm_2026-07-08/markdown/full_2026_07_06_rec_003578.md,"Causal Circuit Tracing Reveals Distinct Computational Architectures in Single-Cell Foundation Models: Inhibitory Dominance, Biological Coherence, and Cross-Model Convergence",10.48550/arXiv.2603.01752,EXCLUDE,EC2_no_text_component,none,adjudicator,"This is a primary methods paper on causal circuit tracing in existing single-cell foundation models, but the provided evidence only shows biological tokenization and expression features, not natural-language text or a text-bio bridge. The candidate contribution is an analysis method, not a generative model.","""Tokenized via Geneformer's rank-value encoding""; ""scGPT: tokenized with continuous expression values""; ""apply it to Geneformer V2-316M and scGPT""",EC2_no_text_component,none,application_wrapper,generative_status_unclear
full_2026-07-06__rec_003963,full_2026-07-06__rec_003963,rec_003963,include,data/docling_include_no_vlm_2026-07-09/markdown/full_2026_07_06_rec_003963.md,Phenotypic Bioactivity Prediction as Open-set Biological Assay Querying,,EXCLUDE,EC3_not_generative,none,python_gate,First-pass reviewers gave a decisive exclusion criterion without unresolved uncertainty.,,none,none,EC3_not_generative,none
july_update_2026-07-06__rec_000046,july_update_2026-07-06__rec_000046,rec_000046,include,data/docling_include_no_vlm_2026-07-09/markdown/july_update_2026_07_06_rec_000046.md,HoloCell: A Generative Foundation Model for Holistic Cellular Modeling,10.64898/2026.06.07.730684,EXCLUDE,EC2_no_text_component,none,python_gate,First-pass reviewers gave a decisive exclusion criterion without unresolved uncertainty.,,EC2_no_text_component,none,none,none
full_2026-07-06__rec_000534,full_2026-07-06__rec_000534,rec_000534,include,data/docling_include_no_vlm_2026-07-09/markdown/full_2026_07_06_rec_000534.md,Deciphering microbial gene function using natural language processing.,10.1038/s41467-022-33397-4,EXCLUDE,EC2_no_text_component,none,adjudicator,"This is a primary gene-function prediction paper using gene embeddings and supervised classifiers, not a text-bio generative model. The provided sections describe classification from genomic context only, with no substantive natural-language/text component or bridge.","“with the gene embeddings as input, we trained four classifiers” and “based solely on genomic context, without considering gene sequence or any other external information”",EC2_no_text_component,none,EC3_not_generative,none
full_2026-07-06__rec_000882,full_2026-07-06__rec_000882,rec_000882,uncertain,data/docling_uncertain_no_vlm_2026-07-08/markdown/full_2026_07_06_rec_000882.md,Transformer model generated bacteriophage genomes are compositionally distinct from natural sequences,10.1093/nargab/lqae129,EXCLUDE,benchmark_resource,none,adjudicator,"This is an evaluation paper comparing synthetic bacteriophage genomes generated by megaDNA against natural sequences, so it is a benchmark/resource rather than a primary text-bio model paper. The record provides no natural-language text component or text-bio bridge.","""de novo synthetic bacteriophage genomes were compared""; ""compositional metrics alone""; ""the first publicly available generative model for creating synthetic viral genomes""; ""Transformer-generated sequences""; ""megaDNA model leverages the architecture underlying the MEGABYTE model"" and ""model for creating synthetic viral genomes""",benchmark_resource,none,none,foundation_model_evidence_unclear
full_2026-07-06__rec_001143,full_2026-07-06__rec_001143,rec_001143,include,data/docling_include_no_vlm_2026-07-09/markdown/full_2026_07_06_rec_001143.md,A Cross-Species Generative Cell Atlas Across 1.5 Billion Years of Evolution: The TranscriptFormer Single-cell Model,10.1101/2025.04.25.650731,EXCLUDE,EC2_no_text_component,none,python_gate,First-pass reviewers gave a decisive exclusion criterion without unresolved uncertainty.,,EC2_no_text_component,none,none,none
full_2026-07-06__rec_001497,full_2026-07-06__rec_001497,rec_001497,include,data/docling_include_no_vlm_2026-07-09/markdown/full_2026_07_06_rec_001497.md,SARITA: a large language model for generating the S1 subunit of the SARS-CoV-2 spike protein,10.1101/2024.12.10.627777,EXCLUDE,EC2_no_text_component,none,python_gate,First-pass reviewers gave a decisive exclusion criterion without unresolved uncertainty.,,EC2_no_text_component,none,none,none
full_2026-07-06__rec_001730,full_2026-07-06__rec_001730,rec_001730,include,data/docling_include_no_vlm_2026-07-09/markdown/full_2026_07_06_rec_001730.md,Enhanced Viral Genome Classification Using Large Language Models,10.3390/a18060302,EXCLUDE,application_wrapper,none,adjudicator,"The record describes use of an existing GPT-style DNAGPT model for viral genome classification, not a new multimodal text-bio model. The biological input is genomic sequences only; no natural-language text component or substantive text-bio bridge is evidenced.","""DNA sequences are first converted into non-overlapping k-mer tokens""; ""based on the classical GPT architecture""; ""downstream to various tasks such as binary classification""",EC2_no_text_component,none,application_wrapper,none
full_2026-07-06__rec_001833,full_2026-07-06__rec_001833,rec_001833,uncertain,data/docling_uncertain_no_vlm_2026-07-08/markdown/full_2026_07_06_rec_001833.md,Generation of Multimodal Longitudinal Synthetic Data By Artificial Intelligence to Improve Personalized Medicine in Hematology,10.1182/blood-2024-209541,UNCERTAIN,none,text_component_unclear,adjudicator,"This is a primary multimodal synthetic-data framework in hematology using GAN/VAE/GPT/Stable Diffusion, not a review or downstream wrapper. The record does not explicitly show natural-language text or a substantive text-bio bridge beyond a vague LLM mention, so the text criteria remain unclear.","""generated tabular data including clinical information, cytogenetics, somatic mutations and transcriptomics""; ""Longitudinal information was generated by a hematological fine-tuned Large Language Model""; ""conditional GAN, Tabular-VAE and Tabular-GPT architectures""",none,mixed_signals,application_wrapper,mixed_signals
full_2026-07-06__rec_002451,full_2026-07-06__rec_002451,rec_002451,include,data/docling_include_no_vlm_2026-07-09/markdown/full_2026_07_06_rec_002451.md,ProkBERT PhaStyle: accurate phage lifestyle prediction with pretrained genomic language models,10.1093/bioadv/vbaf188,EXCLUDE,application_wrapper,none,adjudicator,"This is a wrapper-style use of pretrained genomic language models for phage lifestyle classification, not a generative text-bio model. The evidence supports biological sequence modeling only, with no natural-language text component or text-bio bridge.","""We trained three genomic LMs (DNABERT-2, Nucleotide Transformer, and ProkBERT)...""; ""tokenized with Local Context Aware (LCA) k-mers""; ""pooled with learnable weights for classification""; ""direct analysis from nucleotide sequences""; ""generative_model_present"":""no""",EC2_no_text_component,none,application_wrapper,none
full_2026-07-06__rec_002704,full_2026-07-06__rec_002704,rec_002704,uncertain,data/docling_uncertain_no_vlm_2026-07-08/markdown/full_2026_07_06_rec_002704.md,ImmunoMatch learns and predicts cognate pairing of heavy and light immunoglobulin chains,10.1101/2025.02.11.637677,EXCLUDE,EC2_no_text_component,none,python_gate,First-pass reviewers gave a decisive exclusion criterion without unresolved uncertainty.,,EC2_no_text_component,none,EC3_not_generative,none
full_2026-07-06__rec_003074,full_2026-07-06__rec_003074,rec_003074,include,data/docling_include_no_vlm_2026-07-09/markdown/full_2026_07_06_rec_003074.md,Foundation model for single-cell omics,,EXCLUDE,EC2_no_text_component,generative_status_unclear,adjudicator,"This is a primary single-cell/spatial omics foundation-model paper, but the provided evidence only shows gene and spatial tokens, not natural-language text. No explicit decoder, autoregressive, or other generative mechanism is stated.","""pre-train the transformer foundation model, scGPT, on diverse unlabeled single-cell data""; ""gene tokens""; ""< num of genes >"" and ""< total counts >"" tokens",EC2_no_text_component,none,none,generative_status_unclear
full_2026-07-06__rec_003220,full_2026-07-06__rec_003220,rec_003220,uncertain,data/docling_uncertain_no_vlm_2026-07-08/markdown/full_2026_07_06_rec_003220.md,Foundation model for comprehensive transcriptional regulation analysis,,EXCLUDE,review_editorial,generative_status_unclear,adjudicator,"The selected text explicitly says this is a “perspective” that “reviews the development and applications of foundation models in transcription regulation,” so it is a review/editorial rather than a primary model paper. The evidence centers on genomic inputs like DNA and epigenomic data; no substantive natural-language text-bio bridge or specific generative architecture is described.","“This perspective reviews the development and applications of foundation models in transcription regulation” / “input genomic data, such as DNA sequences and epigenomic or transcription factor binding information” / “leveraging pre-trained large language models and transfer learning” / “multi-modal models” / “This perspective ...”",review_editorial,none,review_editorial,generative_status_unclear
full_2026-07-06__rec_003394,full_2026-07-06__rec_003394,rec_003394,include,data/docling_include_no_vlm_2026-07-09/markdown/full_2026_07_06_rec_003394.md,A foundation model for nucleotide sequences.,10.1093/nar/gkag083,INCLUDE,none,none,python_gate,All first-pass criteria were positive without unresolved uncertainty.,,none,none,none,none
full_2026-07-06__rec_003613,full_2026-07-06__rec_003613,rec_003613,uncertain,data/docling_uncertain_html_no_vlm_2026-07-08/markdown/html_rec_003613.md,Generalist biological artificial intelligence in modeling the language of life,,EXCLUDE,review_editorial,generative_status_unclear,adjudicator,"The record is explicitly a Review, so it is excluded as a review/editorial. It describes biological AI for DNA, RNA, proteins, and cellular systems, but does not provide a specific primary generative model or any natural-language text-bio bridge.","“This Review synthesizes rapid advances in biological AI to interpret and generate DNA, RNA, proteins and cellular systems.”

evidence_for_text_component:none
evidence_for_text_bio_bridge:none
evidence_for_generative_model:""interpret and generate DNA, RNA, proteins and cellular systems""
boundary_case:clear_exclude",review_editorial,none,review_editorial,generative_status_unclear
