candidate_type,route_id,configuration_id,model_id,study_id,record_id,title,route_label,model_name,lifecycle_phase,task_or_configuration_verbatim,source_object_verbatim,source_object_normalized,source_modality_normalized,transformation_chain_verbatim,transformation_chain_normalized,model_visible_form_verbatim,carrier_family,carrier_subtype,insertion_or_fusion_verbatim,fusion_topology,text_role,input_status,evidence_quote,section_heading,supporting_figure_or_table,evidence_status,uncertainty,source_candidate_refs,dense_candidate_refs,pages,doc_item_refs,provenance_match,picture_only_provenance,candidate_quote_match,quote_verified_in_canonical_markdown,quote_verified_in_native_items,taxonomy_consistent,final_grounding_valid,semantic_correction
accepted_input_route,route_2c6e23e7d686,config_00294700e76f,model_a2ae3a8f5414,study_6fd67e763424,full_2026-07-06__rec_003629,Phenotype-Guided In Silico Molecular Generation Using Large Language Models,Fibrosis phenotype compound generation,GEMGen,evaluation,fibrosis-associated transcriptional signature,"fibrosis-associated transcriptional signature marked by ACTA2, COL1A1, FN1, and TGFB1",fibrosis transcriptional signature,transcriptomics,"['identified the fibrosis-associated transcriptional program', 'used the signature as input to GEMGen', 'generated candidate compounds predicted to suppress fibroblast activation']","['identify fibrosis-associated transcriptional program', 'use signature as GEMGen input', 'generate candidate antifibrotic compounds']",text-based ranked lists of up-regulated and down-regulated genes in an instruction-response prompt,text_native_token_stream,serialized_biological_context_or_ordered_profile,conditioning de novo molecular generation on textual representations,side_or_generative_conditioning,instruction_or_query,actual_model_input,we used this fibrosis-associated transcriptional signature as input to GEMGen,GEMGen generates compounds reverting fibrosis phenotype,Figure 5,explicit_text,,['full_2026-07-06__rec_003629::route_010'],"['dense::full_2026-07-06__rec_003629::0002', 'dense::full_2026-07-06__rec_003629::0025']","[9, 10, 13]","['#/texts/422', '#/texts/423', '#/texts/425', '#/texts/426', '#/texts/427', '#/texts/428', '#/texts/429', '#/texts/430', '#/texts/511', '#/texts/512', '#/texts/513', '#/texts/514', '#/texts/515', '#/texts/516', '#/texts/517', '#/texts/518']",['verbatim'],False,True,True,False,True,True,
accepted_input_route,route_1306d62b8271,config_0f9d4a1ed530,model_a2ae3a8f5414,study_6fd67e763424,full_2026-07-06__rec_003629,Phenotype-Guided In Silico Molecular Generation Using Large Language Models,KEAP1 CRISPR perturbation signature generation,GEMGen,evaluation,KEAP1 CRISPR perturbation signature,KEAP1 CRISPR perturbation signature,KEAP1 genetic perturbation signature,transcriptomic signature,"['KEAP1 CRISPR perturbation signature', 'generated compounds', 'experimental testing']","['KEAP1 perturbation signature', 'candidate molecule generation', 'functional validation']","text-based, rank-ordered lists of up- and down-regulated genes",text_native_token_stream,serialized_biological_context_or_ordered_profile,used as input to GEMGen to generate candidate compounds,tokenizer_sequence,biological_payload,actual_model_input,Genetic perturbations induce characteristic transcriptional changes that are used as input to GEMGen for de novo generation of candidate small molecules.,GEMGen identifies new KEAP1 inhibitors,Fig. 4a,text_plus_figure,This is a dense-only split of the broader genetic-perturbation evaluation family.,[],['dense::full_2026-07-06__rec_003629::0001'],[34],['#/texts/600'],['verbatim'],False,False,True,True,True,True,"{'audit': 'F6.1_taxonomy_aware_2026-08-17', 'model': 'gpt-5.4-mini', 'decision': 'revise_fields', 'changed_fields': ['carrier_subtype', 'evidence_quote', 'model_visible_form_verbatim', 'text_role'], 'confidence': 'high', 'rationale': 'The KEAP1 route is real and remains an evaluation-time input path. The correction is representational: the paper makes the model-facing carrier a serialized gene-list text signature, not an instruction/query scaffold.'}"
accepted_input_route,route_221414b2ba08,config_89156b119ca3,model_14bc733e1633,study_6fd67e763424,full_2026-07-06__rec_003629,Phenotype-Guided In Silico Molecular Generation Using Large Language Models,Scoring-based prioritization of GEMGen-generated compounds,compound-phenotype scoring model,evaluation,prioritize GEMGen-generated molecules according to their likelihood of reproducing a given transcriptional signature,compound-phenotype pair,compound and transcriptomic signature,transcriptomics and small-molecule compound,"['compound-phenotype pair scoring', 'score thresholding', 'precision/recall and ROC evaluation']","['score compound-phenotype pairs', 'threshold scores', 'evaluate precision/recall and ROC']",text-based ranked lists of differentially expressed genes,text_native_token_stream,serialized_biological_context_or_ordered_profile,scoring the correspondence between chemical perturbations and transcriptomic changes,tokenizer_sequence,biological_payload,actual_model_input,compound-phenotype scoring model,Scoring-based prioritization of GEMGen-generated compounds,Fig. 3a-b,text_plus_figure,This evaluation route is absent from the fixed discovery inventory and is recovered from the dense Graph pass.,[],"['dense::full_2026-07-06__rec_003629::0061', 'dense::full_2026-07-06__rec_003629::0013', 'dense::full_2026-07-06__rec_003629::0040']","[6, 22]","['#/texts/286', '#/texts/566']",['verbatim'],False,False,True,True,True,True,"{'audit': 'F6.1_taxonomy_aware_2026-08-17', 'model': 'gpt-5.4-mini', 'decision': 'revise_fields', 'changed_fields': ['carrier_subtype', 'evidence_quote', 'text_role'], 'confidence': 'high', 'rationale': 'The scorer route is established as an evaluation-time compound/phenotype matcher. The narrow fix is to code the phenotype side as serialized biological text and not as paired-supervision scaffolding.'}"
accepted_input_route,route_a6f084035330,config_9d2e426482f8,model_59fd1ac5f56e,study_d208190fc72d,full_2026-07-06__rec_003852,A Generative Foundation Model for Multimodal Histopathology,text-histology pretraining,MUPAD,pretraining,1.6 million text-histology pairs,descriptive histopathological caption,histopathological caption,text,[],[],descriptive histopathological caption tokens,text_native_token_stream,plain_language_prompt_or_question,text cross-attention stream in decoupled cross-modal attention,cross_attention,paired_alignment_supervision,paired_alignment_input,1.6 million text-histology pairs,Abstract,Figure 1b,explicit_text,,['full_2026-07-06__rec_003852::route_001'],['dense::full_2026-07-06__rec_003852::0001'],"[4, 5, 23]","['#/pictures/0', '#/texts/104', '#/texts/29']",['verbatim'],False,True,True,False,True,True,
accepted_input_route,route_f2a5f036cea6,config_dfa56cc0154a,model_59fd1ac5f56e,study_d208190fc72d,full_2026-07-06__rec_003852,A Generative Foundation Model for Multimodal Histopathology,text-to-image generation,MUPAD,evaluation,zero-shot generation on 100K held-out captions from PathGen-1.6M,held-out pathology caption,pathology caption,text,[],[],held-out pathology caption tokens,text_native_token_stream,plain_language_prompt_or_question,text cross-attention stream in decoupled cross-modal attention,cross_attention,instruction_or_query,actual_model_input,held-out captions,Application: Text-to-Image and Image-to-Image Generation,Figure 2,explicit_text,,['full_2026-07-06__rec_003852::route_002'],"['dense::full_2026-07-06__rec_003852::0001', 'dense::full_2026-07-06__rec_003852::0007']","[4, 5, 6, 7, 8, 10]","['#/pictures/0', '#/pictures/1', '#/texts/29', '#/texts/38', '#/texts/40', '#/texts/42', '#/texts/51']",['verbatim'],False,True,True,False,True,True,
accepted_input_route,route_af3e8857f978,config_586e97e174a5,model_59fd1ac5f56e,study_d208190fc72d,full_2026-07-06__rec_003852,A Generative Foundation Model for Multimodal Histopathology,RNA-histology pretraining,MUPAD,pretraining,10.8 million RNA-histology pairs,bulk RNA-seq profile,bulk RNA-seq profile,transcriptomics,"['normalized to TPM', 'filtered to remove housekeeping and mitochondrial genes', 'compressed into 331 pathway-level enrichment scores']","['normalized to TPM', 'filtered to remove housekeeping and mitochondrial genes', 'compressed into 331 pathway-level enrichment scores']",331 pathway-level enrichment scores,dense_continuous_carrier,pooled_or_aggregated_embedding,RNA cross-attention stream in decoupled cross-modal attention,cross_attention,no_text_on_this_route,paired_alignment_input,10.8 million RNA-histology pairs,Abstract,Figure 1b,explicit_text,,['full_2026-07-06__rec_003852::route_003'],['dense::full_2026-07-06__rec_003852::0002'],"[4, 5, 23]","['#/pictures/0', '#/texts/104', '#/texts/29']",['verbatim'],False,True,True,False,True,True,
accepted_input_route,route_9a9d1cbd25a1,config_59a2ae1ec7a9,model_59fd1ac5f56e,study_d208190fc72d,full_2026-07-06__rec_003852,A Generative Foundation Model for Multimodal Histopathology,spatial transcriptomics to H&E generation,MUPAD,evaluation,conditional H&E generation from spatial transcriptomics data,spatial transcriptomics profile,spatial transcriptomics profile,transcriptomics,['compressed into the same 331 pathway-level scores'],['compressed into the same 331 pathway-level scores'],331 pathway-level scores,dense_continuous_carrier,pooled_or_aggregated_embedding,RNA conditioning stream in decoupled cross-modal attention,cross_attention,no_text_on_this_route,actual_model_input,"Although MUPAD is pretrained on bulk RNA-seq, we evaluate transcriptomics-conditioned generation on spatial transcriptomics (ST) data. Both bulk and ST profiles are compressed into the same 331 pathway-level scores, enabling zero-shot transfer of the pretrained priors. Fine-tuning on ST data from MOSAIC refines these priors toward spatially resolved generation. WSIs are tiled into 55 µ m spots ( 256 × 256 px); paired ST matrices are aligned to extract regional expression profiles per patch. We fine-tune with AdamW (lr = 10 -4 , 4 GPUs, 50K steps). Evaluation uses H-optimus-1 FID and cell-type distribution fidelity via Histoplus 36 (14 cell classes).",Spatial transcriptomics to H&E image generation,Figure 4,explicit_text,,['full_2026-07-06__rec_003852::route_004'],[],[24],['#/texts/124'],['verbatim'],False,True,True,True,True,True,
accepted_input_route,route_94c33410fd8a,config_86891985f771,model_59fd1ac5f56e,study_d208190fc72d,full_2026-07-06__rec_003852,A Generative Foundation Model for Multimodal Histopathology,image-to-image generation,MUPAD,evaluation,image-to-image generation,reference tissue image,histology image,histopathology image,[],[],reference image embeddings,visual_raster_carrier,raw_slide_or_patch_input,image cross-attention stream in decoupled cross-modal attention,cross_attention,no_text_on_this_route,actual_model_input,reference tissue image,Image-to-image generation,Figure 2,explicit_text,,['full_2026-07-06__rec_003852::route_005'],['dense::full_2026-07-06__rec_003852::0006'],"[6, 7, 9]","['#/pictures/1', '#/pictures/2', '#/texts/35', '#/texts/36', '#/texts/40', '#/texts/47']",['verbatim'],False,True,True,False,True,True,
accepted_input_route,route_29724342cf05,config_bb70a2a0cfb3,model_59fd1ac5f56e,study_d208190fc72d,full_2026-07-06__rec_003852,A Generative Foundation Model for Multimodal Histopathology,fresh frozen to FFPE image translation,MUPAD,evaluation,virtual FF-to-FFPE conversion,fresh frozen section image,fresh frozen section image,histology section,"['DDIM inversion', 'cross-domain attention injection']","['DDIM inversion', 'cross-domain attention injection']",latent z_T under the source prompt,geometric_or_diffusion_state_carrier,noisy_diffusion_state,source-conditioned reconstruction with self-attention map injection,side_or_generative_conditioning,no_text_on_this_route,actual_model_input,"The resulting model supports a broad range of cross-modal synthesis tasks with minimal or no task-specific fine-tuning. These include text-conditioned and RNA-conditioned histology generation for spatial transcriptomics exploration; translation of fresh-frozen (FF) sections to formalin-fixed paraffin-embedded (FFPE) appearance; and virtual staining of H&E images into IHC and mIF assays. Across all evaluated benchmarks, MUPAD substantially outperforms domain-specific generative models trained for individual tasks (Fig. 1d), a result we attribute to the cross-modal priors acquired through large-scale multimodal pretraining.",Application: Fresh Frozen to FFPE Translation,Extended Data Figure 1,explicit_text,,['full_2026-07-06__rec_003852::route_006'],"['dense::full_2026-07-06__rec_003852::0003', 'dense::full_2026-07-06__rec_003852::0014']","[4, 5, 12, 21, 30, 31, 33]","['#/pictures/0', '#/pictures/7', '#/tables/1', '#/texts/219', '#/texts/220', '#/texts/221', '#/texts/222', '#/texts/224', '#/texts/29', '#/texts/61', '#/texts/93', '#/texts/94', '#/texts/95', '#/texts/96']",['verbatim'],False,True,False,True,True,True,
accepted_input_route,route_a5983a60a443,config_bb70a2a0cfb3,model_59fd1ac5f56e,study_d208190fc72d,full_2026-07-06__rec_003852,A Generative Foundation Model for Multimodal Histopathology,FF-to-FFPE text prompt conditioning,MUPAD,evaluation,virtual FF-to-FFPE conversion,text prompt ('fresh frozen' or 'ffpe image'),domain-control text prompt,text,[],[],prompt tokens,text_native_token_stream,structured_biological_prompt_or_task_scaffold,text conditioning with classifier-free guidance,side_or_generative_conditioning,modality_or_task_selector,actual_model_input,text conditioning,Application: Fresh Frozen to FFPE Translation,Extended Data Figure 1,explicit_text,,['full_2026-07-06__rec_003852::route_007'],[],[12],['#/texts/61'],['verbatim'],False,True,True,False,True,True,
accepted_input_route,route_b3ac28847b13,config_3fe7fd0f96bb,model_59fd1ac5f56e,study_d208190fc72d,full_2026-07-06__rec_003852,A Generative Foundation Model for Multimodal Histopathology,H&E to IHC translation,MUPAD,evaluation,virtual IHC staining from standard H&E slides,H&E-stained slide image,H&E slide image,histology image,"['bridge the modality gap in MUSK latent space via flow matching', 'a 6-layer MLP learns a continuous flow from H&E embeddings to IHC embeddings']","['flow matching in MUSK latent space', 'MLP mapping from H&E embeddings to IHC embeddings']",translated IHC embedding,dense_continuous_carrier,direct_projected_embedding,translated embedding conditions MUPAD,side_or_generative_conditioning,no_text_on_this_route,actual_model_input,"IHC staining remains indispensable for protein biomarker assessment and treatment stratification, but requires dedicated laboratory infrastructure, trained personnel, and multi-day turnaround times, limiting its availability in resource-constrained clinical settings. 42 . We evaluated MUPAD on the task of virtual IHC staining from standard H&E slides, focusing on five distinct markers in the weakly co-registered IHC4BC 43 and HER2Match 44 datasets. We benchmarked against widely used image-to-image translation methods CUT 40 and CycleGAN 41 .",Application: H&E-to-IHC Translation,Figure 5,explicit_text,,['full_2026-07-06__rec_003852::route_008'],[],[13],"['#/texts/64', '#/texts/65', '#/texts/66']",['verbatim'],False,True,False,True,True,True,
accepted_input_route,route_c111c265cad5,config_b763e4e5a76a,model_59fd1ac5f56e,study_d208190fc72d,full_2026-07-06__rec_003852,A Generative Foundation Model for Multimodal Histopathology,H&E to mIF translation - structural latent conditioning,MUPAD,evaluation,H&E-to-mIF image translation,H&E image,H&E image,histology image,['spatial concatenation of the H&E VAE latent z struct with the noisy mIF latent at each timestep'],"['spatial concatenation of the H&E VAE latent', 'noisy mIF latent conditioning']",H&E VAE latent z struct,dense_continuous_carrier,direct_projected_embedding,spatial concatenation of the H&E VAE latent z struct with the noisy mIF latent at each timestep,concatenation,no_text_on_this_route,actual_model_input,"We fine-tune MUPAD on the ORION colorectal cancer dataset 46 (41 WSIs, 16 protein markers). H&E conditioning is applied through two complementary mechanisms: (1) spatial concatenation of the H&E VAE latent z struct with the noisy mIF latent at each timestep, providing a structural template; and (2) semantic cross-attention using MUSK patch embeddings c sem to modulate generation based on tissue pathology. Multiplex channels are grouped into 3-channel subsets and encoded with the VAE independently. The model is trained with flow-matching velocity prediction loss using BF16 mixed precision with HED-based H&E color augmentation. We evaluate Patch PCC and Slide-level PCC against GigaTIME 14 and HistoPlexer 47 .",Application: H&E-to-mIF Translation,Figure 6,explicit_text,,['full_2026-07-06__rec_003852::route_009'],['dense::full_2026-07-06__rec_003852::0009'],"[15, 16, 17, 18, 26]","['#/pictures/5', '#/texts/138', '#/texts/72', '#/texts/73', '#/texts/75', '#/texts/76', '#/texts/77', '#/texts/80']",['verbatim'],False,True,False,True,True,True,
accepted_input_route,route_9ee52b4bb668,config_b763e4e5a76a,model_59fd1ac5f56e,study_d208190fc72d,full_2026-07-06__rec_003852,A Generative Foundation Model for Multimodal Histopathology,H&E to mIF translation - semantic cross-attention conditioning,MUPAD,evaluation,H&E-to-mIF image translation,H&E image,H&E image,histology image,['semantic cross-attention using MUSK patch embeddings c sem'],['semantic cross-attention using MUSK patch embeddings'],MUSK patch embeddings c sem,dense_continuous_carrier,connector_mediated_embedding,semantic cross-attention using MUSK patch embeddings c sem,cross_attention,no_text_on_this_route,actual_model_input,"We fine-tune MUPAD on the ORION colorectal cancer dataset 46 (41 WSIs, 16 protein markers). H&E conditioning is applied through two complementary mechanisms: (1) spatial concatenation of the H&E VAE latent z struct with the noisy mIF latent at each timestep, providing a structural template; and (2) semantic cross-attention using MUSK patch embeddings c sem to modulate generation based on tissue pathology. Multiplex channels are grouped into 3-channel subsets and encoded with the VAE independently. The model is trained with flow-matching velocity prediction loss using BF16 mixed precision with HED-based H&E color augmentation. We evaluate Patch PCC and Slide-level PCC against GigaTIME 14 and HistoPlexer 47 .",Application: H&E-to-mIF Translation,Figure 6,explicit_text,,['full_2026-07-06__rec_003852::route_009'],['dense::full_2026-07-06__rec_003852::0009'],"[15, 16, 17, 18, 26]","['#/pictures/5', '#/texts/138', '#/texts/72', '#/texts/73', '#/texts/75', '#/texts/76', '#/texts/77', '#/texts/80']",['verbatim'],False,True,False,True,True,True,
accepted_input_route,route_f61e030abbe9,config_2ed33cea1897,model_59fd1ac5f56e,study_d208190fc72d,full_2026-07-06__rec_003852,A Generative Foundation Model for Multimodal Histopathology,RNA-to-image generation,MUPAD,evaluation,RNA-to-image generation,bulk RNA-seq profile,bulk RNA-seq profile,transcriptomics,[],[],331 pathway-level enrichment scores,dense_continuous_carrier,pooled_or_aggregated_embedding,RNA cross-attention stream in decoupled cross-modal attention,cross_attention,no_text_on_this_route,actual_model_input,RNA-to-image generation,Ablation study of model design,Figure 7a,explicit_text,,['full_2026-07-06__rec_003852::route_010'],"['dense::full_2026-07-06__rec_003852::0010', 'dense::full_2026-07-06__rec_003852::0002']","[4, 5, 20, 23]","['#/pictures/0', '#/pictures/6', '#/texts/104', '#/texts/29', '#/texts/90']",['verbatim'],False,True,True,False,True,True,
accepted_input_route,route_f63a340967cb,config_0a6978f55289,model_b8eba3c26c46,study_cccbb8d94eda,july_update_2026-07-06__rec_000050,How Post-Training Shapes Biological Reasoning Models,Biology CPT text,Qwen3-1.7B and Qwen3-4B,pretraining,biology subset of FineFineWeb,biology subset of FineFineWeb,biology subset of FineFineWeb,text,"['tokenized biological free-text', 'causal next-token prediction']","['tokenization', 'autoregressive next-token prediction']",tokenized biological free-text,text_native_token_stream,plain_language_prompt_or_question,language model alone,tokenizer_sequence,no_text_on_this_route,actual_model_input,We mid-train the two Qwen3 backbones on the biology subset of FineFineWeb [77].,B.2 Continued Pre-training (Mid-training) Setup,,explicit_text,The paper describes ordinary biological web text rather than a literal prompt or question; the closest frozen text-native leaf is used.,['july_update_2026-07-06__rec_000050::route_001'],"['dense::july_update_2026-07-06__rec_000050::0052', 'dense::july_update_2026-07-06__rec_000050::0077', 'dense::july_update_2026-07-06__rec_000050::0087']","[18, 22, 32]","['#/tables/0', '#/tables/13', '#/texts/404', '#/texts/405', '#/texts/406', '#/texts/407', '#/texts/408', '#/texts/410', '#/texts/411', '#/texts/412', '#/texts/575']",['verbatim'],False,True,True,False,True,True,
accepted_input_route,route_b1629b0a2392,config_751632616ab0,model_b8eba3c26c46,study_cccbb8d94eda,july_update_2026-07-06__rec_000050,How Post-Training Shapes Biological Reasoning Models,Pathway DNA encoder route,Qwen3-1.7B and Qwen3-4B,fine_tuning,pathway prediction,paired reference and variant DNA sequences,paired reference and variant DNA sequences,DNA,"['DNA-specific start and padding tokens', 'frozen Evo2-1B encoder', 'trainable linear projection', 'prepended to the text embeddings']","['DNA-specific start and padding tokens', 'frozen Evo2-1B encoder', 'trainable linear projection', 'prefix insertion to text embeddings']",DNA hidden state,dense_continuous_carrier,direct_projected_embedding,DNA hidden state is prepended to the text embeddings,prefix,biological_payload,actual_model_input,DNA hidden state is prepended,"B.1 Base Models, Tokenization, and Input Representations",,explicit_text,,['july_update_2026-07-06__rec_000050::route_002'],"['dense::july_update_2026-07-06__rec_000050::0018', 'dense::july_update_2026-07-06__rec_000050::0078', 'dense::july_update_2026-07-06__rec_000050::0084']","[18, 20, 21, 22, 23]","['#/tables/0', '#/texts/369', '#/texts/370', '#/texts/371', '#/texts/372', '#/texts/374', '#/texts/375', '#/texts/376', '#/texts/377', '#/texts/404', '#/texts/405', '#/texts/406', '#/texts/407', '#/texts/408', '#/texts/415', '#/texts/416', '#/texts/417', '#/texts/418', '#/texts/419']",['verbatim'],False,True,True,False,True,True,
accepted_input_route,route_f4b298ad02fb,config_751632616ab0,model_b8eba3c26c46,study_cccbb8d94eda,july_update_2026-07-06__rec_000050,How Post-Training Shapes Biological Reasoning Models,Pathway prompt route,Qwen3-1.7B and Qwen3-4B,fine_tuning,pathway prediction,pathway network definition and gene annotations,pathway network definition and gene annotations,text,"['tokenized text', 'text embeddings']","['tokenization', 'embedding lookup']",tokenized text,text_native_token_stream,structured_biological_prompt_or_task_scaffold,followed by a pathway network definition and gene annotations,concatenation,instruction_or_query,actual_model_input,"Pathway prediction. A representative input consists of two versions of the same DNA sequence region, with and without the mutation, including DNA-specific start and padding tokens, followed by a pathway network definition and gene annotations. The model is then asked to infer the biological or disease effect associated with the allele. For example:",A.4 Example Prompts and Inputs for Each Task,,inferred,"The text carrier is explicit, but tokenization/embedding is inferred from the model interface description; this route is split from a hybrid example that also includes DNA embeddings.",['july_update_2026-07-06__rec_000050::route_002'],['dense::july_update_2026-07-06__rec_000050::0018'],"[20, 21, 22]","['#/texts/369', '#/texts/370', '#/texts/371', '#/texts/372', '#/texts/374', '#/texts/375', '#/texts/376', '#/texts/377', '#/texts/404', '#/texts/405', '#/texts/406', '#/texts/407', '#/texts/408']",['verbatim'],False,True,True,True,True,True,
accepted_input_route,route_9f035bc3c1c6,config_c5a701c45f25,model_ab432decc9aa,study_cccbb8d94eda,july_update_2026-07-06__rec_000050,How Post-Training Shapes Biological Reasoning Models,RNA transcriptomic embedding route,"Qwen3-1.7B, Qwen3-4B, and Gemma 4 E2B",fine_tuning,target identification,TranscriptFormer representations for the corresponding normal and disease states,TranscriptFormer representations for corresponding normal and disease states,RNA,"['frozen TranscriptFormer encoder', 'trainable linear projection', 'prepended to the text-token embeddings before the prompt tokens']","['frozen TranscriptFormer encoder', 'trainable linear projection', 'prefix insertion before prompt tokens']",projected RNA hidden states,dense_continuous_carrier,direct_projected_embedding,The projected RNA hidden states are prepended to the text-token embeddings before the prompt tokens,prefix,biological_payload,actual_model_input,The projected RNA hidden states are prepended to the text-token embeddings,"B.1 Base Models, Tokenization, and Input Representations",,explicit_text,,['july_update_2026-07-06__rec_000050::route_003'],"['dense::july_update_2026-07-06__rec_000050::0015', 'dense::july_update_2026-07-06__rec_000050::0019', 'dense::july_update_2026-07-06__rec_000050::0046', 'dense::july_update_2026-07-06__rec_000050::0048', 'dense::july_update_2026-07-06__rec_000050::0078', 'dense::july_update_2026-07-06__rec_000050::0085']","[1, 2, 3, 4, 8, 9, 10, 15, 18, 19, 20, 21, 22, 23, 30, 31, 32]","['#/pictures/0', '#/tables/0', '#/tables/12', '#/texts/25', '#/texts/26', '#/texts/28', '#/texts/314', '#/texts/315', '#/texts/316', '#/texts/317', '#/texts/360', '#/texts/361', '#/texts/362', '#/texts/404', '#/texts/405', '#/texts/406', '#/texts/407', '#/texts/408', '#/texts/415', '#/texts/416', '#/texts/417', '#/texts/418', '#/texts/419', '#/texts/42', '#/texts/44', '#/texts/45', '#/texts/46', '#/texts/568', '#/texts/570', '#/texts/571', '#/texts/572']",['verbatim'],False,True,True,False,True,True,
accepted_input_route,route_e1bb17396093,config_c5a701c45f25,model_ab432decc9aa,study_cccbb8d94eda,july_update_2026-07-06__rec_000050,How Post-Training Shapes Biological Reasoning Models,RNA task prompt route,"Qwen3-1.7B, Qwen3-4B, and Gemma 4 E2B",fine_tuning,target identification,"natural-language disease and cell-type context, five candidate genes",disease and cell-type context with five candidate genes,text,"['tokenized natural-language prompt', 'text-token embeddings']","['tokenization', 'embedding lookup']",tokenized natural-language prompt,text_native_token_stream,structured_biological_prompt_or_task_scaffold,jointly conditions on transcriptomic representations and the textual task description,concatenation,instruction_or_query,actual_model_input,"For the downstream SFT and RL stages, we couple the text backbone to a frozen TranscriptFormer encoder through a trainable linear projection [45]. Each target-identification example contains a natural-language disease and cell-type context, a five-gene candidate set, and TranscriptFormer representations for the candidate genes in normal and disease states [45, 73]. The projected RNA hidden states are prepended to the text-token embeddings before the prompt tokens, so that the language model conditions jointly on transcriptomic representations and the textual task description.","B.1 Base Models, Tokenization, and Input Representations",,inferred,Split from a hybrid example that also includes projected TranscriptFormer embeddings; the paper presents the text context and dense RNA carrier together.,['july_update_2026-07-06__rec_000050::route_003'],"['dense::july_update_2026-07-06__rec_000050::0015', 'dense::july_update_2026-07-06__rec_000050::0019', 'dense::july_update_2026-07-06__rec_000050::0046', 'dense::july_update_2026-07-06__rec_000050::0048', 'dense::july_update_2026-07-06__rec_000050::0085']","[1, 2, 3, 4, 8, 9, 10, 15, 18, 19, 20, 21, 22, 30, 31, 32]","['#/pictures/0', '#/tables/12', '#/texts/25', '#/texts/26', '#/texts/28', '#/texts/314', '#/texts/315', '#/texts/316', '#/texts/317', '#/texts/360', '#/texts/361', '#/texts/362', '#/texts/404', '#/texts/405', '#/texts/406', '#/texts/407', '#/texts/408', '#/texts/42', '#/texts/44', '#/texts/45', '#/texts/46', '#/texts/568', '#/texts/570', '#/texts/571', '#/texts/572']",['verbatim'],False,True,True,True,True,True,
accepted_input_route,route_1deed07c566b,config_04b947e1ebe2,model_a493b5670a18,study_cccbb8d94eda,july_update_2026-07-06__rec_000050,How Post-Training Shapes Biological Reasoning Models,Protein embedding route,Qwen3-1.7B and Qwen3-4B-Thinking,fine_tuning,protein function prediction,protein sequence,protein sequence,protein/peptide,"['frozen ESM-3 small protein encoder', 'projected through a trainable linear layer']","['frozen sequence encoder', 'linear projection']",per-residue embeddings,dense_continuous_carrier,direct_projected_embedding,inserted at the protein placeholder positions before the text tokens,placeholder_replacement,no_text_on_this_route,actual_model_input,"For SFT and GRPO we use the same BioReason-Pro-style protein-conditioned interface, except that we omit the GO-graph encoder [3]. The text backbone is paired with a frozen ESM-3 small protein encoder [52]. Per-residue embeddings are extracted from layer 37 of ESM-3, projected through a trainable linear layer into the text-embedding space, and inserted at the protein placeholder positions before the text tokens [52]. The protein encoder is kept frozen; the protein projection layer and the LoRA adapter on the text model receive gradients [93].","B.1 Base Models, Tokenization, and Input Representations",,explicit_text,,['july_update_2026-07-06__rec_000050::route_004'],"['dense::july_update_2026-07-06__rec_000050::0016', 'dense::july_update_2026-07-06__rec_000050::0023', 'dense::july_update_2026-07-06__rec_000050::0078', 'dense::july_update_2026-07-06__rec_000050::0086']","[18, 20, 22, 23, 24, 25, 26, 27]","['#/tables/0', '#/texts/365', '#/texts/366', '#/texts/367', '#/texts/404', '#/texts/405', '#/texts/406', '#/texts/407', '#/texts/408', '#/texts/415', '#/texts/416', '#/texts/417', '#/texts/418', '#/texts/419', '#/texts/425', '#/texts/426', '#/texts/427', '#/texts/428', '#/texts/429', '#/texts/430', '#/texts/431', '#/texts/432']",['verbatim'],False,True,True,True,True,True,
