action,reason,cluster_id,source_db,title,doi,matched_with_db,matched_with_title
MERGE,Exact title match,111,google_scholar,ConvergeCELL: An end-to-end platform from patient transcriptomics to therapeutic hypotheses,,semantic_scholar,ConvergeCELL: An end-to-end platform from patient transcriptomics to therapeutic hypotheses
NEW,No match found,406,google_scholar,Statistical and Artificial Intelligence Methods for Analyzing Single-Cell and Genomic Data,,,
NEW,No match found,407,google_scholar,Artificial Intelligence Revolution in Transcriptomics: From Single Cells to Spatial Atlases,,,
NEW,No match found,408,google_scholar,"Literature-derived, context-aware gene regulatory networks improve biological predictions and mathem",,,
NEW,No match found,409,google_scholar,Zero-shot biological reasoning with open-weights large language models reproduces CRISPR screen base,,,
NEW,No match found,410,google_scholar,Optimizing genomic language models for promoter prediction: a comparative study of tokenization and ,,,
NEW,No match found,411,google_scholar,Multimodal Large Language Models in Biomedicine and Healthcare,,,
NEW,No match found,412,google_scholar,Enhancing cell type annotation for cancer transcriptomics using retrieval-augmented generation,,,
NEW,No match found,413,google_scholar,CoxFormer enables spatial omics inference with multimodal generative modeling,,,
NEW,No match found,414,google_scholar,Generative Adversarial Networks Are All You Need: Transformer-Based Latent Space Navigation Reveals ,,,
NEW,No match found,415,google_scholar,"Large language model agents for biological intelligence across genomics, proteomics, spatial biology",,,
NEW,No match found,416,google_scholar,Toward a universal foundation model for graph-structured data,,,
NEW,No match found,417,google_scholar,Foundation models and AI agents in oncology drug discovery,,,
NEW,No match found,418,google_scholar,CellTypeAI: Automated cell identification for scRNA-seq using local generative-AI,,,
NEW,No match found,419,google_scholar,pertTF: context-aware AI modeling for genome-scale and cross-system perturbation prediction,,,
NEW,No match found,420,google_scholar,TOWARD INTERPRETABLE MULTI-OMICS MULTIMODAL BIOMEDICAL ARTIFICIAL INTELLIGENCE,,,
NEW,No match found,421,google_scholar,Learning multi-cellular representations of single-cell transcriptomics data enables characterization,,,
NEW,No match found,422,google_scholar,MIMIC: A Generative Multimodal Foundation Model for Biomolecules,,,
MERGE,Exact title match,37,google_scholar,"Computational paradigms for antimicrobial resistance prediction: integrating multi-omics, structural",,pubmed,"Computational paradigms for antimicrobial resistance prediction: integrating multi-omics, structural"
NEW,No match found,423,google_scholar,Open-Set Spatial Gene Expression Prediction from Histological Images via Retrieval-Augmented Generat,,,
NEW,No match found,424,google_scholar,Counterfactual Consistency as a Metric for Biological Foundation Models,,,
NEW,No match found,425,google_scholar,Probing genomic language models: Nucleotide Generative Pretrained Transformer and the role of pretra,,,
NEW,No match found,426,google_scholar,Scaling Laws for Masked-Reconstruction Transformers on Single-Cell Transcriptomics,,,
NEW,No match found,427,google_scholar,Self-supervised learning for a gene program-centric view of cell states,,,
NEW,No match found,428,google_scholar,Multi-omics feature engineering driven by biomedical foundation models improves drug response predic,,,
NEW,No match found,429,google_scholar,MAP: A Knowledge-driven Framework for Predicting Single-cell Responses for Unprofiled Drugs,,,
MERGE,Exact title match,187,google_scholar,StateXDiff: Cell State-Contextualized Multimodal Diffusion for Single-Cell Perturbation Prediction,,semantic_scholar,StateXDiff: Cell State-Contextualized Multimodal Diffusion for Single-Cell Perturbation Prediction
NEW,No match found,430,google_scholar,scAgent: Agentic Universal Single-Cell Annotation,,,
NEW,No match found,431,google_scholar,spRefine denoises and imputes spatial transcriptomic data with a reference-free framework powered by,,,
NEW,No match found,432,google_scholar,Annotating Spatial Multi-Omics Spot-Level Niche Types Using Bi-View Retrieval-Augmented Generation W,,,
NEW,No match found,433,google_scholar,A multi-modal diffusion model with dual-cross-attention for multi-omics data generation and translat,,,
NEW,No match found,434,google_scholar,Beyond alignment: synergistic integration is required for multimodal cell foundation models,,,
NEW,No match found,435,google_scholar,OMICX: An AI-powered web platform for integrative analysis of multi-condition single-cell transcript,,,
NEW,No match found,436,google_scholar,RNABag: A Generalizable Transcriptome Foundation Model for Precision Oncology across Biopsy Modaliti,,,
NEW,No match found,437,google_scholar,Generative Modeling for Multimodal Single-Cell and Genomic Data: From Conditional Generation to Regu,,,
NEW,No match found,438,google_scholar,HitAnno: Atlas-level cell type annotation based on scATAC-seq data via a hierarchical language model,,,
NEW,No match found,439,google_scholar,scMarkerAgent: An LLM Evidence Agent-based Cell Marker Atlas,,,
NEW,No match found,440,google_scholar,VISTA-PATH: An interactive foundation model for pathology image segmentation and quantitative analys,,,
NEW,No match found,441,google_scholar,ORBIT: Learning Gene Program Co-Activation Structure for Cell-Type-Stratified Pathway Rewiring Analy,,,
NEW,No match found,442,google_scholar,Foundation models meet medical image interpretation,,,
NEW,No match found,443,google_scholar,SAD: Sparse-Aware Diffusion Model for Single-Cell Gene Expression Completion,,,
NEW,No match found,444,google_scholar,Discrete diffusion for single-cell gene expression modeling,,,
NEW,No match found,445,google_scholar,Generating and decoding methylated DNA with a Human Epigenetic Foundation Model,,,
MERGE,Exact title match,188,google_scholar,Prototype Guided Post-pretraining for Single-Cell Representation Learning,,semantic_scholar,Prototype Guided Post-pretraining for Single-Cell Representation Learning
NEW,No match found,446,google_scholar,A DNA foundation model predicts osteoporosis risk genes without proximity bias,,,
NEW,No match found,447,google_scholar,Cell type annotation using large language models (LLMs) and CytoAnalyst,,,
NEW,No match found,448,google_scholar,Autoregressive forecasting of future single-cell state transitions,,,
NEW,No match found,449,google_scholar,Hiding in Plain Sight: Visible Gene Correlations Undermine Single-Cell Representations,,,
NEW,No match found,450,google_scholar,Medea: An omics AI agent for therapeutic discovery,,,
NEW,No match found,451,google_scholar,Linking rare variants to cell-type function in profound autism with brain transcriptomics and founda,,,
NEW,No match found,452,google_scholar,"Exhaustive Circuit Mapping of a Single-Cell Foundation Model Reveals Massive Redundancy, Heavy-Taile",,,
NEW,No match found,453,google_scholar,Context-aware self-training framework for cell type annotation using marker genes,,,
NEW,No match found,454,google_scholar,TSProm: deep learning framework to predict tissue-specific regulatory logic,,,
NEW,No match found,455,google_scholar,A deep learning and large language hybrid workflow for omics interpretation,,,
NEW,No match found,456,google_scholar,Evaluating Single-Cell Perturbation Response Models Is Far from Straightforward,,,
NEW,No match found,457,google_scholar,scCluBench: Comprehensive Benchmarking of Clustering Algorithms for Single-Cell RNA Sequencing,,,
MERGE,Exact title match,137,google_scholar,Decoding Single-Cell Omics of Perturbation Responses Using DeSCOPE,,semantic_scholar,Decoding Single-Cell Omics of Perturbation Responses Using DeSCOPE
NEW,No match found,458,google_scholar,Trajectory-conditioned reconstruction of single-cell expression suggests regulatory programs,,,
NEW,No match found,459,google_scholar,DualCPT: Dual-branch Modeling for Cellular Phenotype Transition,,,
NEW,No match found,460,google_scholar,Modeling chimeric antigen receptor response at the single-cell level with conditional optimal transp,,,
NEW,No match found,461,google_scholar,Artificial Intelligence agents for biological research: a survey,,,
NEW,No match found,462,google_scholar,GC-MoE: Genomics-Guided Cell-Type-Specific Mixture of Experts for Histology-Based Single-Cell Spatia,,,
NEW,No match found,463,google_scholar,Heartbeats and hidden codes: Decoding cardiac aging with multi-omics and computational approaches,,,
MERGE,Exact title match,42,google_scholar,Cross-Species Plant Single-Cell Analysis: Community Challenges and Shared Solutions,,pubmed,Cross-Species Plant Single-Cell Analysis: Community Challenges and Shared Solutions.
NEW,No match found,464,google_scholar,Toward informed batch correction for single-cell transcriptome integration,,,
NEW,No match found,465,google_scholar,scdfm: Distributional flow matching model for robust single-cell perturbation prediction,,,
NEW,No match found,466,google_scholar,PerturbAgent: An Agentic AI system for Analysis and Prediction of Genetic Perturbations,,,
NEW,No match found,467,google_scholar,"Foundation models and deep learning for cancer drug response prediction: a framework for data, metri",,,
NEW,No match found,468,google_scholar,Scaling large language models for next-generation single-cell analysis,,,
NEW,No match found,469,google_scholar,Sparse autoencoders reveal interpretable cell-type programs in single-cell foundation model represen,,,
NEW,No match found,470,google_scholar,Embeddings from language models are good learners for single-cell data analysis,,,
NEW,No match found,471,google_scholar,Leveraging Transcriptomics with Transformer-based Deep Learning for Prognosis Prediction and Phenoty,,,
NEW,No match found,472,google_scholar,Investigating the Effect of Systematic Technical Noise on Representations of Inflammation and Aging ,,,
NEW,No match found,473,google_scholar,scPilot: Large Language Model Reasoning Toward Automated Single-Cell Analysis and Discovery,,,
NEW,No match found,474,google_scholar,Deciphering axial stem cell differentiation using scGPT,,,
NEW,No match found,475,google_scholar,Regulatory Logic in Larger Single-Cell Foundation Models: A Sparse Autoencoder Comparison of scFound,,,
NEW,No match found,476,google_scholar,Artificial Intelligence in Transcriptomics: From Human-in-the-Loop to Agentic AI,,,
NEW,No match found,477,google_scholar,"Using Multi-Generator Adversarial Learning to Detect Rare, Non-Uniform Patterns in Structured Sequen",,,
NEW,No match found,478,google_scholar,Benchmarking LLM-based agents for single-cell omics analysis,,,
MERGE,Exact title match,90,google_scholar,Prior-Guided Multi-Omic Transformers for Single-Cell Gene Regulatory Network Inference,,semantic_scholar,Prior-Guided Multi-Omic Transformers for Single-Cell Gene Regulatory Network Inference
NEW,No match found,479,google_scholar,Single‐Cell and Spatial Omics: Methods and Applications,,,
NEW,No match found,480,google_scholar,An agentic AI framework for ingestion and standardization of single-cell RNA-seq data analysis,,,
NEW,No match found,481,google_scholar,"Generative AI for synthetic biology: Designing biological parts, circuits, and genomes",,,
NEW,No match found,482,google_scholar,The changing landscape of gene expression analysis,,,
NEW,No match found,483,google_scholar,Central-to-Local Adaptive Generative Diffusion Framework for Improving Gene Expression Prediction in,,,
NEW,No match found,484,google_scholar,Generative AI for Knowledge Mining of Synthetic Biology and Bioprocess Engineering Literature,,,
NEW,No match found,485,google_scholar,Emerging Use of Agentic AI Systems Across Genomics and Transcriptomics Domains: a Systematic Review,,,
NEW,No match found,486,google_scholar,PlasmidGPT: A generative framework for plasmid analysis and generation,,,
NEW,No match found,487,google_scholar,MyeGPT–an AI agent for Multiple Myeloma,,,
NEW,No match found,488,google_scholar,Computational modelling of cell identity,,,
NEW,No match found,489,google_scholar,PanFoMa: A Lightweight Foundation Model and Benchmark for Pan-Cancer,,,
NEW,No match found,490,google_scholar,Generative artificial intelligence in medicine,,,
NEW,No match found,491,google_scholar,Single-cell approach dissecting agr quorum sensing dynamics in Staphylococcus aureus,,,
NEW,No match found,492,google_scholar,scDiagnostics: systematic assessment of cell type annotation in single-cell transcriptomics data,,,
NEW,No match found,493,google_scholar,scPlantAnnotate: an accurate and robust transformer-based model for plant cell type annotation,,,
NEW,No match found,494,google_scholar,"An Integrated Pipeline for Cell-Type Annotation, Metabolic Profiling, and Spatial Communication Anal",,,
NEW,No match found,495,google_scholar,PRISM: PRIor from corpus Statistics for topic Modeling,,,
NEW,No match found,496,google_scholar,SCSEQ: A web tool for analyzing single-cell RNA-seq data,,,
NEW,No match found,497,google_scholar,Single-cell insights: Mosquito Toll activation enhances granulocyte differentiation and immune surve,,,
NEW,No match found,498,google_scholar,"Imaging-anchored Multiomics in Cardiovascular Disease: Integrating Cardiac Imaging, Bulk, Single-cel",,,
NEW,No match found,499,google_scholar,MT-ConBiFormer-GPT: multi-target molecular generation for low-data drug discovery via a contrastive ,,,
NEW,No match found,500,google_scholar,Heartbeats and Hidden Codes: Decoding Cardiac Aging with Multi‑Omics and AI,,,
NEW,No match found,501,google_scholar,Single-cell and spatial transcriptomics in skin research: From molecular complexity to clinical tran,,,
NEW,No match found,502,google_scholar,Generative Distribution Embeddings: Lifting autoencoders to the space of distributions for multiscal,,,
NEW,No match found,503,google_scholar,Single-cell RNA sequencing reveals immune regulatory mechanisms and molecular therapeutic strategies,,,
NEW,No match found,504,google_scholar,Joint velocity-growth flow matching for single-cell dynamics modeling,,,
NEW,No match found,505,google_scholar,BARTsc identifies key transcriptional regulators from single-cell omics data,,,
NEW,No match found,506,google_scholar,AI-powered digital innovations in pharmaceuticals research & development: Current landscape and case,,,
NEW,No match found,507,google_scholar,Unveiling gene modules at Atlas scale through hierarchical clustering of single-cell data,,,
NEW,No match found,508,google_scholar,PRESCRIBE: Predicting Single-Cell Responses with Bayesian Estimation,,,
NEW,No match found,509,google_scholar,A single-cell time-series atlas of endothelial cell embryonic development,,,
NEW,No match found,510,google_scholar,High-Throughput Drug Screening for Targeting Polyploid Cancer Cells with an Interactive Web Portal,,,
MERGE,Exact title match,38,google_scholar,iS2C2: a cointelligent platform for mechanistic discovery of disease cellular crosstalk,,pubmed,iS2C2: a cointelligent platform for mechanistic discovery of disease cellular crosstalk.
NEW,No match found,511,google_scholar,Autoencoding Single-Cell Transcriptomics: Adding Biological Sense to Latent Space,,,
NEW,No match found,512,google_scholar,The inhibitory effect of hepatic cancer energy metabolism on immune checkpoint therapy: perspectives,,,
NEW,No match found,513,google_scholar,Graph topology reframes the coherence of cell-state manifold inference under heterogeneous single-ce,,,
NEW,No match found,514,google_scholar,Single-cell multiomics reveals activation of the STAT3–PIM1 axis in T-cell subsets in proteinase 3-A,,,
NEW,No match found,515,google_scholar,SCMBench: benchmarking domain-specific and foundation models for single-cell multi-omics data integr,,,
NEW,No match found,516,google_scholar,GAMMI: graph-guided contrastive and adversarial integration of single-cell and spatial multi-omics d,,,
MERGE,Exact title match,260,google_scholar,Geometric coherence of single-cell CRISPR perturbations reveals regulatory architecture and predicts,,semantic_scholar,Geometric coherence of single-cell CRISPR perturbations reveals regulatory architecture and predicts
NEW,No match found,517,google_scholar,Single-Cell Analysis of Microglia and Monocyte Dynamics Uncover Distinct TNF-α-driven Neuroimmune Si,,,
NEW,No match found,518,google_scholar,Single-Cell Atlas of Transcription and Chromatin States Reveals Regulatory Programs in the Human Bra,,,
NEW,No match found,519,google_scholar,cspray: Distributed Single Cell Transcriptome Analysis,,,
NEW,No match found,520,google_scholar,Leveraging single-cell technologies to advance understanding of myocardial disease,,,
NEW,No match found,521,google_scholar,Current understanding and future directions in severe asthma through artificial intelligence-integra,,,
NEW,No match found,522,google_scholar,Deep generative models for studying and integrating multiple plant omics,,,
MERGE,Exact title match,102,google_scholar,GATHER: Convergence-Centric Hyper-Entity Retrieval for Zero-Shot Cell-Type Annotation,,semantic_scholar,GATHER: Convergence-Centric Hyper-Entity Retrieval for Zero-Shot Cell-Type Annotation
NEW,No match found,523,google_scholar,Insights from single-cell omics: cellular heterogeneity as a foundation of clinical outcome in chron,,,
NEW,No match found,524,google_scholar,AI-Driven BCR Modeling for Precision Immunology,,,
NEW,No match found,525,google_scholar,Frontier-eng: Benchmarking self-evolving agents on real-world engineering tasks with generative opti,,,
NEW,No match found,526,google_scholar,AI-driven CRISPR screening: optimizing gene editing through automation and intelligent decision supp,,,
NEW,No match found,527,google_scholar,Genome evolution through polyploidy: Enhancing plant stress resilience in agriculture,,,
NEW,No match found,528,google_scholar,LLM-Guided Retrieval for Prediction of Molecular Perturbation Responses,,,
NEW,No match found,529,google_scholar,Bridging AI and biology: Foundation models meet human physiology and disease,,,
NEW,No match found,530,google_scholar,GeneVAR: Causal MeanFlow for Autoregressive Gene-to-WSI Tile Synthesis,,,
NEW,No match found,531,google_scholar,FAVOR 2.0: A reengineered functional annotation of variants online resource for interpreting genomic,,,
NEW,No match found,532,google_scholar,Rethinking Perturbation Prediction Baselines,,,
NEW,No match found,533,google_scholar,Machine‐Guided Approaches for Synthetic Biology Part Design,,,
NEW,No match found,534,google_scholar,"Agentic systems are adept at solving well-scoped, verifiable problems in computational biology",,,
NEW,No match found,535,google_scholar,AI-driven multi-omics integration in precision oncology: bridging the data deluge to clinical decisi,,,
NEW,No match found,536,google_scholar,Systematic analysis of programmed cell death–related genes in sepsis reveals immune heterogeneity an,,,
NEW,No match found,537,google_scholar,Toward total recall: Enhancing data FAIRness through AI-driven metadata standardization,,,
NEW,No match found,538,google_scholar,AI developments for T and B cell receptor modeling and therapeutic design,,,
NEW,No match found,539,google_scholar,Leveraging multi-modal foundation models for analysing spatial multi-omic and histopathology data,,,
NEW,No match found,540,google_scholar,Stated vs. Revealled Robustness: How Biological LMs Behave Under Batch Effects and Lab Protocols,,,
NEW,No match found,541,google_scholar,Target identification and assessment in the era of AI,,,
NEW,No match found,542,google_scholar,"Applications of Machine Learning, Natural Language Processing, and Generative Artificial Intelligenc",,,
NEW,No match found,543,google_scholar,DeepSpaceDB: a spatial transcriptomics atlas for interactive in-depth analysis of tissues and tissue,,,
NEW,No match found,544,google_scholar,Integrative genomic analysis identifies key target genes and candidate drugs for spinal stenosis,,,
NEW,No match found,545,google_scholar,"TMEM92 drives EMT-associated invasiveness, cisplatin resistance, and immune suppression in head and ",,,
NEW,No match found,546,google_scholar,SpatialFusion: A lightweight multimodal foundation model for pathway-informed spatial niche mapping,,,
NEW,No match found,547,google_scholar,Leveraging AI for cell biology discovery,,,
NEW,No match found,548,google_scholar,Artificial intelligence and machine learning‐assisted digital applications for biopharmaceutical man,,,
NEW,No match found,549,google_scholar,Deep learning of 777 K bulk transcriptomes reveals human–mouse gene conservation beyond DNA sequence,,,
NEW,No match found,550,google_scholar,ATACompass enables cross-species cell identity mapping for scATAC-seq without gene annotations,,,
NEW,No match found,551,google_scholar,"Escaping the forest: a sparse, interpretable, and foundational neural network alternative for tabula",,,
NEW,No match found,552,google_scholar,STAT: A multi-agent framework for integrated and interactive spatial transcriptomics analysis,,,
NEW,No match found,553,google_scholar,Somatic Mutation Trajectories Define Prognostically Distinct Subtypes and Shape the Tumor Microenvir,,,
NEW,No match found,554,google_scholar,Tumor-reactive TCRs within exhausted TILs reveal cancer type-specific immune landscapes in renal cel,,,
NEW,No match found,555,google_scholar,AI-Driven Predictive Modeling for Accelerated Development of Cell and Gene Therapy Products,,,
NEW,No match found,556,google_scholar,STDrug enables spatially informed personalized drug repurposing from spatial transcriptomics,,,
NEW,No match found,557,google_scholar,DeepSGE: predicting spatial gene expression using residual network with efficient channel attention ,,,
NEW,No match found,558,google_scholar,The virtual biotech: A multi-agent ai framework for therapeutic discovery and development,,,
NEW,No match found,559,google_scholar,"CARIBOU: Computational AI Research Interface for Bioinformatics, Omics, and Unifying Agents",,,
NEW,No match found,560,google_scholar,WCN26-8712 A case of Gitelman syndrome in a twin pregnancy with a novel mutation,,,
NEW,No match found,561,google_scholar,The Emerging Role of Artificial Intelligence in Advancing Molecular Precision Medicine for Cancer,,,
NEW,No match found,562,google_scholar,BioXArena: Benchmarking LLM Agents on Multi-Modal Biomedical Machine Learning Tasks,,,
MERGE,Exact title match,70,google_scholar,"Integrating Artificial Intelligence With Droplet‐Based Microfluidics: Advances, Challenges, and Emer",,scopus,"Integrating Artificial Intelligence With Droplet-Based Microfluidics: Advances, Challenges, and Emer"
NEW,No match found,563,google_scholar,Benchmarking scRNA-seq Copy Number Inference: A Comprehensive Evaluation and Practitioner's Guide,,,
NEW,No match found,564,google_scholar,Gold nanoparticles as therapeutic targets against Porphyromonas gingivalis and gingivitis: A molecul,,,
NEW,No match found,565,google_scholar,Generative artificial intelligence for de novo drug design,,,
NEW,No match found,566,google_scholar,A Review of Transformers in Medical Research and Health Care,,,
NEW,No match found,567,google_scholar,Learning Adaptive Perturbation-Conditioned Contexts for Robust Transcriptional Response Prediction,,,
NEW,No match found,568,google_scholar,"Virtual Cells Need Context, Not Just Scale",,,
NEW,No match found,569,google_scholar,From classical machine learning to emerging foundation models: review on multimodal data integration,,,
NEW,No match found,570,google_scholar,Making large language models reliable data science programming copilots for biomedical research,,,
NEW,No match found,571,google_scholar,TxPert: using multiple knowledge graphs for prediction of transcriptomic perturbation effects,,,
NEW,No match found,572,google_scholar,Pipette: Encoding scientific literature into an executable Skill Graph for multi-agent bioinformatic,,,
NEW,No match found,573,google_scholar,GPIHBP1 on oligodendrocytes binds lipoprotein lipase within the human brain,,,
NEW,No match found,574,google_scholar,Learning to discover at test time,,,
NEW,No match found,575,google_scholar,Beyond Curated Knowledge: Structural Protein Embeddings Enhance GNN-Based Personalized Cancer Progno,,,
NEW,No match found,576,google_scholar,Modern Computational Methods for Drug Repurposing,,,
NEW,No match found,577,google_scholar,Benchmarking algorithms for RNA velocity inference,,,
NEW,No match found,578,google_scholar,Pushing the boundaries of autonomous biological discovery: Bioinformatics,,,
NEW,No match found,579,google_scholar,LLM-guided acquisition improves pathway-specific Perturb-seq design under experimental budgets,,,
NEW,No match found,580,google_scholar,Predicting SARS‐CoV‐2 Infection With Graph Attention Capsule Networks,,,
NEW,No match found,581,google_scholar,CDBridge: A Cross-omics Post-training Bridge Strategy for Context-aware Biological Modeling,,,
NEW,No match found,582,google_scholar,Cross-Tissue Generalization of Rare Cell-Type Representations in Single-Cell Foundation Models: A Be,,,
NEW,No match found,583,google_scholar,Sparse autoencoders reveal organized biological knowledge but minimal regulatory logic in single-cel,,,
NEW,No match found,584,google_scholar,CLM-X: A multimodal single-cell foundation model with flexible multi-way Transformer for unified scR,,,
NEW,No match found,585,google_scholar,CellOntologyMapper: Consensus mapping of cell type annotation,,,
NEW,No match found,586,google_scholar,Cell phenotypes in the biomedical literature: a systematic analysis and text mining corpus,,,
NEW,No match found,587,google_scholar,scUnify: A Unified Framework for Zero-shot Inference of Single-Cell Foundation Models,,,
NEW,No match found,588,google_scholar,GREmLN: A Cellular Graph Structure Aware Transcriptomics Foundation Model,,,
NEW,No match found,589,google_scholar,scHilda: Hierarchical Integration of LLM with KG database for single cell type annotation,,,
NEW,No match found,590,google_scholar,Intermediate Layers Encode Optimal Biological Representations in Single-Cell Foundation Models,,,
NEW,No match found,591,google_scholar,CellExLink: End-to-end cell-type recognition and normalization in biomedical text,,,
NEW,No match found,592,google_scholar,OmniGene-4: a unified bio-language MoE model with router-level interpretability,,,
NEW,No match found,593,google_scholar,Advancing Single Cell Transcriptomic Analysis through Self Supervised Deep Learning Architectures fo,,,
NEW,No match found,594,google_scholar,A Generative Foundation Model for Multimodal Histopathology,,,
NEW,No match found,595,google_scholar,CellCLIP-Learning Perturbation Effects in Cell Painting via Text-Guided Contrastive Learning,,,
NEW,No match found,596,google_scholar,Elisa: An interpretable hybrid agent for expression-grounded discovery in single-cell genomics,,,
NEW,No match found,597,google_scholar,BCRInsight: an antibody language model to decode biological signals from BCR sequences,,,
NEW,No match found,598,google_scholar,From Modality Translation to Regulatory Reasoning: Interpretable AI for Single-Cell Multi-Omic Syste,,,
NEW,No match found,599,google_scholar,scHILL: deciphering individual-level immune cell heterogeneity with single-cell RNA sequencing data,,,
NEW,No match found,600,google_scholar,Multi-Omics Foundation Models for Deciphering Phase Separation–Mediated Transcriptional Control in P,,,
NEW,No match found,601,google_scholar,scALGSL: Active Learning and Graph Structure Learning for Cell Type Annotation From Single-Cell RNA-,,,
NEW,No match found,602,google_scholar,Learning to Cluster Rare Cell Types: Implicit Semantic Data Augmentation for Spatial Multi-modal Omi,,,
NEW,No match found,603,google_scholar,Building a Generalized Decoder for Immune Profiling in Pathology,,,
NEW,No match found,604,google_scholar,Advancing single-cell omics and cell-based therapeutics with quantum computing,,,
MERGE,Exact title match,127,google_scholar,Integrating Histology with Spatial Molecular Programs Using a Multimodal Foundation Model,,semantic_scholar,Integrating Histology with Spatial Molecular Programs Using a Multimodal Foundation Model
NEW,No match found,605,google_scholar,Modelling drug-induced cellular perturbation responses with a biologically informed dual-branch tran,,,
NEW,No match found,606,google_scholar,OmicClaw: executable and reproducible natural-language multi-omics analysis over the unified OmicVer,,,
NEW,No match found,607,google_scholar,BiOmics: A Foundational Agent for Grounded and Autonomous Multi-omics Interpretation,,,
NEW,No match found,608,google_scholar,A CONVERSATIONAL MULTI-AGENT AI FRAMEWORK FOR INTEGRATED MULTI-OMICS ANALYSIS AND BIOMEDICAL DISCOVE,,,
NEW,No match found,609,google_scholar,AI-powered Immune Cell Knowledge Graph (ICKG) with granular immune contexts enables immune program i,,,
NEW,No match found,610,google_scholar,Toward next-generation machine learning and deep learning for spatial omics,,,
MERGE,Exact title match,264,google_scholar,GenePT Revisited: Do Better Text Embeddings Make Better Gene Embeddings?,,semantic_scholar,GenePT Revisited: Do Better Text Embeddings Make Better Gene Embeddings?
NEW,No match found,611,google_scholar,Modeling drug-biosystems interactions at multiple scales through AI methods,,,
NEW,No match found,612,google_scholar,The Right Inductive Bias for the Job: Dependency-Aware Masking for Scientific Foundation Models,,,
NEW,No match found,613,google_scholar,stMCP: spatial transcriptomics with a model context protocol server,,,
NEW,No match found,614,google_scholar,scArchon: a scalable benchmarking framework for assessing single-cell perturbation models,,,
NEW,No match found,615,google_scholar,CCCdb: a comprehensive manually curated database for cell–cell communication in human and mouse,,,
NEW,No match found,616,google_scholar,"Multi-species integration, alignment and annotation of single-cell RNA-seq data with CAMEX",,,
NEW,No match found,617,google_scholar,Revealing a coherent cell-state landscape across single-cell datasets with CONCORD,,,
NEW,No match found,618,google_scholar,Towards Virtual Cell Construction by AI,,,
NEW,No match found,619,google_scholar,Uni-Hema: Unified Model for Digital Hematopathology,,,
MERGE,Exact title match,249,google_scholar,ChatDIA: A zero-shot large language model workflow for targeted analysis of data-independent acquisi,,semantic_scholar,ChatDIA: A zero-shot large language model workflow for targeted analysis of data-independent acquisi
NEW,No match found,620,google_scholar,scrdit: Generating single-cell RNA-seq data by diffusion transformers and accelerating sampling,,,
NEW,No match found,621,google_scholar,DestinyNet: A deep-learning framework for cell-fate analysis from lineage-tracing single-cell RNA se,,,
NEW,No match found,622,google_scholar,Inhibitory Knowledge Flow from E-Communities of Practice Stabilizes Causal Gene Circuit Architecture,,,
NEW,No match found,623,google_scholar,STRAND: Sequence-Conditioned Transport for Single-Cell Perturbations,,,
NEW,No match found,624,google_scholar,Single-cell chromatin accessibility and cis-regulatory element analyses in plants using the scPlantR,,,
NEW,No match found,625,google_scholar,Gene Incremental Learning for Single-Cell Transcriptomics,,,
NEW,No match found,626,google_scholar,sCellST predicts single-cell gene expression from H& E images,,,
NEW,No match found,627,google_scholar,AI Powered Biobanks From Static Archives to Dynamic Discovery Engines,,,
NEW,No match found,628,google_scholar,Cellvoyager: Ai compbio agent generates new insights by autonomously analyzing biological data,,,
NEW,No match found,629,google_scholar,Integration of single-cell multi-omic data with graph-based topic modelling,,,
NEW,No match found,630,google_scholar,"Multi-Scale Tri-Modal Histology Dataset Integrating Tumor Morphology, Immune Patterns, and Clinical ",,,
NEW,No match found,631,google_scholar,Lingshu-Cell: A generative cellular world model for transcriptome modeling toward virtual cells,,,
NEW,No match found,632,google_scholar,AtlasAI: Multi-Agent Reasoning for Knowledge Discovery in the Human Protein Atlas,,,
NEW,No match found,633,google_scholar,"Modeling Dynamics, Cell Type Specificity, and Perturbations in Gene Regulatory Networks",,,
NEW,No match found,634,google_scholar,Learning Crossmodal Interaction Patterns via Attributed Bipartite Graphs for Single-Cell Omics,,,
NEW,No match found,635,google_scholar,ClusterChirp: A GPU-accelerated Web Server for Natural Language–Guided Interactive Visualization and,,,
NEW,No match found,636,google_scholar,SIMULTANEOUS LEARNING FROM BULK AND SINGLE-CELL EXPRESSION DATA WITH PERCEIVER-BASED MODELS,,,
NEW,No match found,637,google_scholar,DOGMA: Weaving Structural Information into Data-centric Single-cell Transcriptomics Analysis,,,
NEW,No match found,638,google_scholar,Methods toward Single-Cell Total-Analysis,,,
NEW,No match found,639,google_scholar,Leveraging Hamiltonian neural flow for robust single-cell multi-omics integration: application to Al,,,
NEW,No match found,640,google_scholar,Interpretable multi-task analysis of single-cell RNA-seq data through topological structure preserva,,,
NEW,No match found,641,google_scholar,Human single-cell atlas analysis reveals heterogeneous endothelial signaling,,,
NEW,No match found,642,google_scholar,scCAPReSE: detection of large-scale genomic rearrangements from single-cell Hi-C based on few-shot l,,,
NEW,No match found,643,google_scholar,Empowering AI data scientists using a multi-agent LLM framework with self-evolving capabilities for ,,,
NEW,No match found,644,google_scholar,When genes speak: A semantic-guided framework for spatially resolved transcriptomics data clustering,,,
NEW,No match found,645,google_scholar,OmniPath: integrated knowledgebase for multi-omics analysis,,,
NEW,No match found,646,google_scholar,STAnalyzer: Transparent Spatial Transcriptomics Analysis via an Agentic Architecture,,,
