record_id,candidate_id,source_corpus,title,status,section_count,missing_targets,rejected_full_document_sections,data_source_headings,input_representation_headings,data_source_chars,input_representation_chars,selected_full_text_sections_chars,provenance_unresolved,graph_summary
full_2026-07-06__rec_001126,full_2026-07-06__rec_001126,include,Language may be all omics needs: Harmonizing multimodal data for omics understanding with CellHermes,ok,2,,0,Methods > Pretraining data collection and preprocessing,Results > Embedding cells while preserving biological signals and mitigating batch effects,1356,2463,4007,0,data/docling_graph_screening_evidence_full_2026-07-10_gpt54mini_direct_nolimits_16shards/shard_13/full_2026-07-06__rec_001126/screening_evidence_summary.json
full_2026-07-06__rec_001714,full_2026-07-06__rec_001714,include,Open-weight genome language model safeguards: Assessing robustness via adversarial fine-tuning,ok,2,,0,2 Methods > 2.3 Sequence data used for fine-tuning,2 Methods > 2.2 Fine-tuning methodology,1688,972,2792,0,data/docling_graph_screening_evidence_full_2026-07-10_gpt54mini_direct_nolimits_16shards/shard_13/full_2026-07-06__rec_001714/screening_evidence_summary.json
full_2026-07-06__rec_001795,full_2026-07-06__rec_001795,uncertain,The Language of Cancer: Decoding Cancer Signatures with Language Models and cfRNA Sequencing,ok,1,,0,3.1 > GeneLLM's architecture,,2823,0,2889,0,data/docling_graph_screening_evidence_full_2026-07-10_gpt54mini_direct_nolimits_16shards/shard_13/full_2026-07-06__rec_001795/screening_evidence_summary.json
full_2026-07-06__rec_002550,full_2026-07-06__rec_002550,uncertain,Deciphering single-cell epigenomic language with a foundation model,ok,1,,0,Deciphering single-cell epigenomic language with a foundation model > Subjects,,908,0,1024,0,data/docling_graph_screening_evidence_full_2026-07-10_gpt54mini_direct_nolimits_16shards/shard_13/full_2026-07-06__rec_002550/screening_evidence_summary.json
full_2026-07-06__rec_003035,full_2026-07-06__rec_003035,include,Multi-megabase scale genome interpretation with genetic language models,ok,2,,0,Multi-megabase scale genome interpretation with genetic language models > Abstract,4 Materials and methods > 4.1 Phenformer - Neural Architecture,2622,3226,6035,0,data/docling_graph_screening_evidence_full_2026-07-10_gpt54mini_direct_nolimits_16shards/shard_13/full_2026-07-06__rec_003035/screening_evidence_summary.json
full_2026-07-06__rec_003208,full_2026-07-06__rec_003208,uncertain,Multi-Scale AI-Assisted Gene Expression Decoding,ok,2,,0,MOTIVATION,RESEARCH STATUS IN AI ASSISTED TISSUE DECONVOLUTION,1347,4092,5543,0,data/docling_graph_screening_evidence_full_2026-07-10_gpt54mini_direct_nolimits_16shards/shard_13/full_2026-07-06__rec_003208/screening_evidence_summary.json
full_2026-07-06__rec_003351,full_2026-07-06__rec_003351,include,scgpt-spatial: Continual pretraining of single-cell foundation model for spatial transcriptomics. bioRxiv,ok,2,,0,scGPT-spatial: Continual Pretraining of Single-Cell Foundation Model for Spatial Transcriptomics > Abstract,2 Main > 2.1 scGPT-spatial overview,1755,5248,7188,0,data/docling_graph_screening_evidence_full_2026-07-10_gpt54mini_direct_nolimits_16shards/shard_13/full_2026-07-06__rec_003351/screening_evidence_summary.json
full_2026-07-06__rec_003902,full_2026-07-06__rec_003902,include,CellSwarm: LLM-Driven Cell Agents Recapitulate Tumor Microenvironment Dynamics and Sense Indirect Genetic Perturbations,ok,2,,0,STAR Methods > Resource Availability > Data and Code Availability,Discussion > Relationship to prior work.,434,3263,3845,0,data/docling_graph_screening_evidence_full_2026-07-10_gpt54mini_direct_nolimits_16shards/shard_13/full_2026-07-06__rec_003902/screening_evidence_summary.json
june_update_2026-06-10__rec_000370,june_update_2026-06-10__rec_000370,include,MGM as a Large‐Scale Pretrained Foundation Model for Microbiome Analyses in Diverse Contexts,ok,2,,0,MGM as a  large-scale  pretrained  foundation  model for microbiome analyses in diverse contexts > Microcorpus-260K and MGM architecture,MGM as a  large-scale  pretrained  foundation  model for microbiome analyses in diverse contexts > Methods Data Preprocessing > Model Architecture,1684,2367,4376,0,data/docling_graph_screening_evidence_full_2026-07-10_gpt54mini_direct_nolimits_16shards/shard_13/june_update_2026-06-10__rec_000370/screening_evidence_summary.json
full_2026-07-06__rec_000486,full_2026-07-06__rec_000486,include,HyenaDNA: Long-Range Genomic Sequence Modeling at Single Nucleotide Resolution,ok,2,,0,4 Experiments > 4.1 Pretraining on the Human Genome,3 HyenaDNA Long-Range Genomic Foundation Models > 3.2 Training Long Sequence Models,1426,2111,3714,0,data/docling_graph_screening_evidence_full_2026-07-10_gpt54mini_direct_nolimits_16shards/shard_14/full_2026-07-06__rec_000486/screening_evidence_summary.json
full_2026-07-06__rec_000827,full_2026-07-06__rec_000827,uncertain,Multimodal learning enables chat-based exploration of single-cell data,ok,2,,0,Multimodal learning enables chat-based exploration of single-cell data > Online content > Data availability,Multimodal learning enables chat-based exploration of single-cell data > Online content > Multimodal architecture and training of the CellWhisperer chat model,452,1396,2156,0,data/docling_graph_screening_evidence_full_2026-07-10_gpt54mini_direct_nolimits_16shards/shard_14/full_2026-07-06__rec_000827/screening_evidence_summary.json
full_2026-07-06__rec_001133,full_2026-07-06__rec_001133,include,Nona: A unifying multimodal masking framework for functional genomics,ok,2,,0,Nona: A unifying multimodal masking framework for functional genomics > Abstract,Methods > Nona model > Input and output,1489,1398,3049,0,data/docling_graph_screening_evidence_full_2026-07-10_gpt54mini_direct_nolimits_16shards/shard_14/full_2026-07-06__rec_001133/screening_evidence_summary.json
full_2026-07-06__rec_001725,full_2026-07-06__rec_001725,include,Gene-Family Encoding Boosts Domain-Adapted Single-Cell Language Models,ok,2,,0,Adaptive-pretraining on public LLM models,Supplementary Figure 2,1066,1668,2840,0,data/docling_graph_screening_evidence_full_2026-07-10_gpt54mini_direct_nolimits_16shards/shard_14/full_2026-07-06__rec_001725/screening_evidence_summary.json
full_2026-07-06__rec_001830,full_2026-07-06__rec_001830,uncertain,Rethinking Genomic Modeling Through Optical Character Recognition,ok,2,,0,4. Experiments > 4.1. Experimental Settings,Rethinking Genomic Modeling Through Optical Character Recognition > Abstract,6331,1982,8475,0,data/docling_graph_screening_evidence_full_2026-07-10_gpt54mini_direct_nolimits_16shards/shard_14/full_2026-07-06__rec_001830/screening_evidence_summary.json
full_2026-07-06__rec_002410,full_2026-07-06__rec_002410,include,seqLens: optimizing language models for genomic predictions,ok,1,,0,7 Competing interests 496 > 8.1 Training dataset,,1017,0,1103,0,data/docling_graph_screening_evidence_full_2026-07-10_gpt54mini_direct_nolimits_16shards/shard_14/full_2026-07-06__rec_002410/screening_evidence_summary.json
full_2026-07-06__rec_002555,full_2026-07-06__rec_002555,uncertain,Let the data speak - single-cell analysis with CellWhisperer.,ok,1,,0,Let the data speak - single-cell analysis with CellWhisperer > Subjects,,1647,0,1756,0,data/docling_graph_screening_evidence_full_2026-07-10_gpt54mini_direct_nolimits_16shards/shard_14/full_2026-07-06__rec_002555/screening_evidence_summary.json
full_2026-07-06__rec_003043,full_2026-07-06__rec_003043,include,Geneverse: A collection of Open-source Multimodal Large Language Models for Genomic and Proteomic Research,ok,2,,0,3.2 Overview of Geneverse,3.1 Problem statement,1145,568,1802,0,data/docling_graph_screening_evidence_full_2026-07-10_gpt54mini_direct_nolimits_16shards/shard_14/full_2026-07-06__rec_003043/screening_evidence_summary.json
full_2026-07-06__rec_003357,full_2026-07-06__rec_003357,include,"Bo, W. scGPT: Towards building a foundation model for single-cell multi-omics using generative AI",ok,2,,0,5 Context-specific pre-training and its influence on integration performance,10 Discussion about future prospects and limitations,3983,8363,12517,0,data/docling_graph_screening_evidence_full_2026-07-10_gpt54mini_direct_nolimits_16shards/shard_14/full_2026-07-06__rec_003357/screening_evidence_summary.json
full_2026-07-06__rec_003578,full_2026-07-06__rec_003578,uncertain,"Causal Circuit Tracing Reveals Distinct Computational Architectures in Single-Cell Foundation Models: Inhibitory Dominance, Biological Coherence, and Cross-Model Convergence",ok,1,,0,4 Methods > 4.4 Cell data,,588,0,651,0,data/docling_graph_screening_evidence_full_2026-07-10_gpt54mini_direct_nolimits_16shards/shard_14/full_2026-07-06__rec_003578/screening_evidence_summary.json
full_2026-07-06__rec_003963,full_2026-07-06__rec_003963,include,Phenotypic Bioactivity Prediction as Open-set Biological Assay Querying,ok,1,,0,2 Results > 2.1 Benchmark Description,,3119,0,3194,0,data/docling_graph_screening_evidence_full_2026-07-10_gpt54mini_direct_nolimits_16shards/shard_14/full_2026-07-06__rec_003963/screening_evidence_summary.json
july_update_2026-07-06__rec_000046,july_update_2026-07-06__rec_000046,include,HoloCell: A Generative Foundation Model for Holistic Cellular Modeling,ok,1,,0,2.1 Overview of HoloCell,,8268,0,8330,0,data/docling_graph_screening_evidence_full_2026-07-10_gpt54mini_direct_nolimits_16shards/shard_14/july_update_2026-07-06__rec_000046/screening_evidence_summary.json
full_2026-07-06__rec_000534,full_2026-07-06__rec_000534,include,Deciphering microbial gene function using natural language processing.,ok,2,,1,Deciphering microbial gene function using natural language processing > Methods > Functional categories sampling,Deciphering microbial gene function using natural language processing > Results > Embedding-based functional classi fi cation,1386,4053,5719,0,data/docling_graph_screening_evidence_full_2026-07-10_gpt54mini_direct_nolimits_16shards/shard_15/full_2026-07-06__rec_000534/screening_evidence_summary.json
full_2026-07-06__rec_000882,full_2026-07-06__rec_000882,uncertain,Transformer model generated bacteriophage genomes are compositionally distinct from natural sequences,ok,2,,0,Materials and methods > Identification of natural bacteriophage genomes,Introduction,809,3122,4057,0,data/docling_graph_screening_evidence_full_2026-07-10_gpt54mini_direct_nolimits_16shards/shard_15/full_2026-07-06__rec_000882/screening_evidence_summary.json
full_2026-07-06__rec_001143,full_2026-07-06__rec_001143,include,A Cross-Species Generative Cell Atlas Across 1.5 Billion Years of Evolution: The TranscriptFormer Single-cell Model,ok,2,,0,References and Notes > 1.1 Data,"Introduction > Fig. 1. Overview of TranscriptFormer pretraining data, model, output and downstream tasks.  (A)",235,1553,1972,0,data/docling_graph_screening_evidence_full_2026-07-10_gpt54mini_direct_nolimits_16shards/shard_15/full_2026-07-06__rec_001143/screening_evidence_summary.json
full_2026-07-06__rec_001497,full_2026-07-06__rec_001497,include,SARITA: a large language model for generating the S1 subunit of the SARS-CoV-2 spike protein,ok,2,,0,SARITA: a large language model for generating the S1 subunit of the SARS-CoV-2 spike protein > Methods > Test set,SARITA: a large language model for generating the S1 subunit of the SARS-CoV-2 spike protein > Methods > Sequence similarity with the test set,677,2612,3587,0,data/docling_graph_screening_evidence_full_2026-07-10_gpt54mini_direct_nolimits_16shards/shard_15/full_2026-07-06__rec_001497/screening_evidence_summary.json
full_2026-07-06__rec_001730,full_2026-07-06__rec_001730,include,Enhanced Viral Genome Classification Using Large Language Models,ok,1,,0,3. Methodology > 3.5. DNAGPT,,964,0,1030,0,data/docling_graph_screening_evidence_full_2026-07-10_gpt54mini_direct_nolimits_16shards/shard_15/full_2026-07-06__rec_001730/screening_evidence_summary.json
full_2026-07-06__rec_001833,full_2026-07-06__rec_001833,uncertain,Generation of Multimodal Longitudinal Synthetic Data By Artificial Intelligence to Improve Personalized Medicine in Hematology,ok,1,,1,"803.EMERGING TOOLS, TECHNIQUES, AND ARTIFICIAL INTELLIGENCE IN HEMATOLOGY > Generation of Multimodal Longitudinal Synthetic Data By Artificial Intelligence to Improve Personalized Medicine in Hematology > POSTER ABSTRACTS",,6983,0,7242,0,data/docling_graph_screening_evidence_full_2026-07-10_gpt54mini_direct_nolimits_16shards/shard_15/full_2026-07-06__rec_001833/screening_evidence_summary.json
full_2026-07-06__rec_002451,full_2026-07-06__rec_002451,include,ProkBERT PhaStyle: accurate phage lifestyle prediction with pretrained genomic language models,ok,2,,0,2.1 Datasets > 2.1.1 Training and validation datasets,2.6 Phage lifestyle prediction with genomic language models > 2.6.1 ProkBERT PhaStyle,695,1203,2079,0,data/docling_graph_screening_evidence_full_2026-07-10_gpt54mini_direct_nolimits_16shards/shard_15/full_2026-07-06__rec_002451/screening_evidence_summary.json
full_2026-07-06__rec_002704,full_2026-07-06__rec_002704,uncertain,ImmunoMatch learns and predicts cognate pairing of heavy and light immunoglobulin chains,ok,2,,0,ImmunoMatch learns and predicts cognate pairing of heavy and light immunoglobulin chains > Online content > Methods > Data curation,ImmunoMatch learns and predicts cognate pairing of heavy and light immunoglobulin chains > Table 1 | Performance metrics of ImmunoMatch and its variants > ImmunoMatch facilitates pairing of heavy and light immunoglobulin chains in spatial transcriptomics data,2904,2889,6226,0,data/docling_graph_screening_evidence_full_2026-07-10_gpt54mini_direct_nolimits_16shards/shard_15/full_2026-07-06__rec_002704/screening_evidence_summary.json
full_2026-07-06__rec_003074,full_2026-07-06__rec_003074,include,Foundation model for single-cell omics,ok,2,,0,Continual pretraining and transfer learning for spatial-omics > 6.2 Continual pretraining of foundation model for spatial transcriptomics > 6.2.1 Data processing,Continual pretraining and transfer learning for spatial-omics > 6.2 Continual pretraining of foundation model for spatial transcriptomics > 6.2.2 Continual pre-training methods > Adaptation of Input Embeddings for Spatial Omics,2239,3449,6119,0,data/docling_graph_screening_evidence_full_2026-07-10_gpt54mini_direct_nolimits_16shards/shard_15/full_2026-07-06__rec_003074/screening_evidence_summary.json
full_2026-07-06__rec_003220,full_2026-07-06__rec_003220,uncertain,Foundation model for comprehensive transcriptional regulation analysis,ok,1,,0,Foundation model for comprehensive transcriptional regulation analysis,,4004,0,4112,0,data/docling_graph_screening_evidence_full_2026-07-10_gpt54mini_direct_nolimits_16shards/shard_15/full_2026-07-06__rec_003220/screening_evidence_summary.json
full_2026-07-06__rec_003394,full_2026-07-06__rec_003394,include,A foundation model for nucleotide sequences.,ok,1,,0,Materials and methods > Data processing for OmniNA pre-training,,2586,0,2687,0,data/docling_graph_screening_evidence_full_2026-07-10_gpt54mini_direct_nolimits_16shards/shard_15/full_2026-07-06__rec_003394/screening_evidence_summary.json
full_2026-07-06__rec_003613,full_2026-07-06__rec_003613,uncertain,Generalist biological artificial intelligence in modeling the language of life,ok,1,,0,Generalist biological artificial intelligence in modeling the language of life > Abstract,,1311,0,1438,0,data/docling_graph_screening_evidence_full_2026-07-10_gpt54mini_direct_nolimits_16shards/shard_15/full_2026-07-06__rec_003613/screening_evidence_summary.json
july_update_2026-07-06__rec_000050,july_update_2026-07-06__rec_000050,include,How Post-Training Shapes Biological Reasoning Models,ok,2,,0,A Additional Details on Biological Reasoning Tasks > A.3 Protein Function Prediction Dataset and Simplifications Relative to BioReason-Pro,"B Experimental Setup > B.1 Base Models, Tokenization, and Input Representations",3001,2775,6036,0,data/docling_graph_screening_evidence_full_2026-07-10_gpt54mini_direct_nolimits_16shards/shard_15/july_update_2026-07-06__rec_000050/screening_evidence_summary.json
june_update_2026-06-10__rec_000021,june_update_2026-06-10__rec_000021,include,A fine-tuned genomic language model adds complementary nucleotide-context information to missense variant interpretation.,ok,2,,0,5 Methods > 5.6 GLM-Missense training and NT-2 zero-shot scoring,5 Methods > 5.2 Backbone-specific input sequence construction,1209,2224,3601,0,data/docling_graph_screening_evidence_full_2026-07-10_gpt54mini_direct_nolimits_16shards/shard_15/june_update_2026-06-10__rec_000021/screening_evidence_summary.json
